cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=10:00:00 average=13.270296428571427,maxvalue=21.475800000000007,minvalue=7.7607
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=11:00:00 average=11.370933333333312,maxvalue=18.482200000000006,minvalue=4.616200000000006
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=12:00:00 average=7.77780333333331,maxvalue=13.561000000000007,minvalue=3.368399999999994
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=13:00:00 average=6.860436666666658,maxvalue=12.039299999999997,minvalue=3.296599999999998
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=14:00:00 average=5.774650000000008,maxvalue=10.188000000000002,minvalue=3.034400000000005
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=15:00:00 average=4.907970000000006,maxvalue=7.669200000000004,minvalue=1.9442999999999984
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=16:00:00 average=4.829853333333318,maxvalue=10.884600000000006,minvalue=2.081400000000002
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=17:00:00 average=2.1021666666666476,maxvalue=4.569900000000004,minvalue=0.9925000000000068
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=18:00:00 average=1.8324999999999676,maxvalue=3.146500000000003,minvalue=0.8088999999999942
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=19:00:00 average=1.6496850000000052,maxvalue=4.902000000000001,minvalue=0.7381000000000029
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=20:00:00 average=2.10105333333334,maxvalue=3.7520999999999987,minvalue=0.7339000000000055
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=21:00:00 average=5.974521666666661,maxvalue=49.2763,minvalue=1.9895000000000067
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=22:00:00 average=15.832474999999988,maxvalue=70.3449,minvalue=8.9195
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-17,hours=23:00:00 average=11.501768333333288,maxvalue=14.751499999999993,minvalue=7.252099999999999
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=00:00:00 average=9.691023333333362,maxvalue=16.421999999999997,minvalue=5.894599999999997
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=01:00:00 average=8.677736666666632,maxvalue=12.699600000000004,minvalue=5.895399999999995
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=02:00:00 average=10.219909999999985,maxvalue=21.8223,minvalue=5.757499999999993
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=03:00:00 average=15.862604999999988,maxvalue=35.4221,minvalue=7.412000000000006
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=04:00:00 average=10.114491666666694,maxvalue=20.375299999999996,minvalue=4.685000000000002
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=05:00:00 average=6.1608783333333434,maxvalue=9.933599999999998,minvalue=3.7704999999999984
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=06:00:00 average=5.686888333333343,maxvalue=8.538399999999996,minvalue=2.6037000000000035
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=07:00:00 average=7.9391933333333355,maxvalue=12.721599999999995,minvalue=4.177800000000005
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=08:00:00 average=5.518209999999996,maxvalue=7.589200000000005,minvalue=2.8256999999999977
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=09:00:00 average=11.97895166666666,maxvalue=53.9712,minvalue=3.4938999999999965
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=10:00:00 average=12.044661666666656,maxvalue=18.898799999999994,minvalue=5.961399999999998
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=11:00:00 average=7.290569999999988,maxvalue=14.738699999999994,minvalue=2.8242000000000047
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=12:00:00 average=7.460946666666658,maxvalue=14.716099999999997,minvalue=2.925600000000003
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=13:00:00 average=6.976699999999994,maxvalue=11.029799999999994,minvalue=3.743399999999994
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=14:00:00 average=5.434351666666629,maxvalue=8.222700000000003,minvalue=3.3551999999999964
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=15:00:00 average=3.8825966666666574,maxvalue=6.758600000000001,minvalue=2.465500000000006
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=16:00:00 average=4.358946666666682,maxvalue=8.584599999999995,minvalue=1.4262999999999977
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=17:00:00 average=2.1729366666666436,maxvalue=4.682599999999994,minvalue=1.0760999999999967
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=18:00:00 average=1.6325283333333402,maxvalue=3.1825999999999937,minvalue=0.7754999999999939
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=19:00:00 average=1.729635000000016,maxvalue=5.366200000000006,minvalue=0.6838000000000051
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=20:00:00 average=1.8962966666666432,maxvalue=3.775899999999993,minvalue=0.9381999999999948
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=21:00:00 average=5.535828333333342,maxvalue=49.7866,minvalue=1.6264000000000038
cpu_aggres,hostname=web5,groupname=qnn.web,month=2018-08-18,hours=22:00:00 average=14.663395000000008,maxvalue=70.605,minvalue=8.457899999999995
