cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=10:00:00 average=10.404272413793109,maxvalue=18.283600000000007,minvalue=3.0174999999999983
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=11:00:00 average=10.486571666666663,maxvalue=22.331500000000005,minvalue=3.264700000000005
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=12:00:00 average=6.63489666666662,maxvalue=10.893900000000002,minvalue=3.9912999999999954
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=13:00:00 average=5.369008333333312,maxvalue=8.574100000000001,minvalue=3.2317000000000036
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=14:00:00 average=4.984740000000016,maxvalue=7.933599999999998,minvalue=2.574700000000007
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=15:00:00 average=2.9688099999999906,maxvalue=4.829099999999997,minvalue=1.2972000000000037
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=16:00:00 average=2.842366666666649,maxvalue=7.016300000000001,minvalue=0.6420999999999992
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=17:00:00 average=1.4917716666666507,maxvalue=3.0511999999999944,minvalue=0.5336999999999961
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=18:00:00 average=0.9766833333333409,maxvalue=3.309100000000001,minvalue=0.47939999999999827
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=19:00:00 average=1.0372833333333489,maxvalue=4.089299999999994,minvalue=0.5129000000000019
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=20:00:00 average=1.3564599999999984,maxvalue=2.903499999999994,minvalue=0.533600000000007
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=21:00:00 average=4.285978333333318,maxvalue=36.2446,minvalue=1.4307000000000016
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=22:00:00 average=13.302048333333317,maxvalue=59.7957,minvalue=7.218699999999998
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-17,hours=23:00:00 average=9.335025000000016,maxvalue=12.430400000000006,minvalue=5.932299999999998
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=00:00:00 average=8.729423333333315,maxvalue=13.572000000000003,minvalue=5.191900000000004
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=01:00:00 average=7.150323333333333,maxvalue=10.648200000000003,minvalue=4.780199999999994
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=02:00:00 average=8.658358333333354,maxvalue=26.314499999999995,minvalue=4.494900000000001
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=03:00:00 average=13.778766666666627,maxvalue=29.944900000000004,minvalue=5.9609999999999985
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=04:00:00 average=8.867023333333364,maxvalue=18.1331,minvalue=3.056200000000004
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=05:00:00 average=5.211346666666685,maxvalue=7.2029,minvalue=3.2432000000000016
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=06:00:00 average=5.197235000000035,maxvalue=7.061999999999998,minvalue=3.168700000000001
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=07:00:00 average=6.187333333333342,maxvalue=8.818399999999997,minvalue=4.088899999999995
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=08:00:00 average=5.227746666666675,maxvalue=8.087000000000003,minvalue=3.0442000000000036
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=09:00:00 average=10.40415333333334,maxvalue=59.043,minvalue=2.144199999999998
cpu_aggres,hostname=web4,groupname=qnn.web,month=2018-08-18,hours=10:00:00 average=10.781656666666692,maxvalue=18.4529,minvalue=2.9466000000000037
