cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=10:00:00 average=1.9856827586207118,maxvalue=3.3016999999999967,minvalue=1.0721999999999952
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=11:00:00 average=1.8340750000000128,maxvalue=3.4279999999999973,minvalue=0.7466000000000008
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=12:00:00 average=2.2394383333333394,maxvalue=3.9372000000000043,minvalue=1.1055000000000064
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=13:00:00 average=2.0719416666666746,maxvalue=4.4769000000000005,minvalue=0.6800000000000068
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=14:00:00 average=2.1241699999999923,maxvalue=4.559899999999999,minvalue=0.8678000000000026
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=15:00:00 average=2.0302383333333722,maxvalue=3.6140999999999934,minvalue=0.8802000000000021
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=16:00:00 average=2.112279999999984,maxvalue=4.004499999999993,minvalue=1.0430000000000064
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=17:00:00 average=1.6247666666666731,maxvalue=2.842399999999998,minvalue=0.7343000000000046
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=18:00:00 average=1.2527233333333214,maxvalue=2.8884999999999934,minvalue=0.7005000000000052
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=19:00:00 average=1.1107233333333681,maxvalue=3.025899999999993,minvalue=0.6881999999999948
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=20:00:00 average=1.2518100000000345,maxvalue=2.8547999999999973,minvalue=0.6174000000000035
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=21:00:00 average=1.1781083333333555,maxvalue=2.421599999999998,minvalue=0.638300000000001
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=22:00:00 average=1.1961150000000345,maxvalue=2.5752999999999986,minvalue=0.6466000000000065
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-17,hours=23:00:00 average=1.4458500000000214,maxvalue=2.3033999999999963,minvalue=0.9261999999999944
cpu_aggres,hostname=cash1,groupname=oldbiz.cash,month=2018-08-18,hours=00:00:00 average=1.5832616666666866,maxvalue=3.1898000000000053,minvalue=0.8175999999999988
