cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=10:00:00 average=6.880953571428577,maxvalue=8.676100000000005,minvalue=5.582099999999997
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=11:00:00 average=6.12235666666669,maxvalue=8.317400000000006,minvalue=4.876900000000006
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=12:00:00 average=6.137031666666672,maxvalue=8.157799999999995,minvalue=4.736199999999997
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=13:00:00 average=5.216280000000012,maxvalue=6.863699999999994,minvalue=3.8238999999999947
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=14:00:00 average=4.70883666666667,maxvalue=6.609899999999996,minvalue=3.5811000000000064
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=15:00:00 average=4.084788333333336,maxvalue=5.940799999999996,minvalue=3.136899999999997
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=16:00:00 average=3.7654283333333325,maxvalue=5.827200000000005,minvalue=2.258099999999999
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=17:00:00 average=3.04075499999999,maxvalue=4.667299999999997,minvalue=2.1721000000000004
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=18:00:00 average=2.3921516666666918,maxvalue=4.034099999999995,minvalue=1.419300000000007
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=19:00:00 average=1.9537766666666556,maxvalue=3.8178999999999945,minvalue=1.2604999999999933
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=20:00:00 average=1.7265500000000316,maxvalue=3.0729999999999933,minvalue=1.1580000000000013
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=21:00:00 average=2.3886633333333407,maxvalue=4.246099999999998,minvalue=1.1119999999999948
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=22:00:00 average=2.607121666666714,maxvalue=6.275599999999997,minvalue=1.4697000000000031
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-17,hours=23:00:00 average=3.385945000000021,maxvalue=6.096800000000002,minvalue=2.0274
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-18,hours=00:00:00 average=4.894615000000059,maxvalue=6.887900000000002,minvalue=3.215999999999994
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-18,hours=01:00:00 average=6.817334999999986,maxvalue=10.562100000000001,minvalue=4.778099999999995
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-18,hours=02:00:00 average=8.079151666666633,maxvalue=11.070400000000006,minvalue=6.2911
cpu_aggres,hostname=fk4,groupname=shfk.fk,month=2018-08-18,hours=03:00:00 average=8.159411666666628,maxvalue=10.121099999999998,minvalue=6.328900000000004
