cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=10:00:00 average=8.317389655172406,maxvalue=9.282899999999998,minvalue=7.781599999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=11:00:00 average=12.530421666666655,maxvalue=41.2152,minvalue=0.5670999999999964
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=12:00:00 average=11.658640000000005,maxvalue=14.9482,minvalue=10.796099999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=13:00:00 average=10.929984999999988,maxvalue=12.432100000000005,minvalue=9.979100000000003
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=14:00:00 average=10.615483333333344,maxvalue=12.401899999999998,minvalue=9.464500000000001
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=15:00:00 average=10.291826666666665,maxvalue=11.435299999999998,minvalue=9.534599999999998
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=16:00:00 average=9.974528333333339,maxvalue=11.920100000000005,minvalue=9.119
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=17:00:00 average=9.55078166666668,maxvalue=10.741699999999994,minvalue=8.717399999999998
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=18:00:00 average=9.342648333333372,maxvalue=10.479299999999995,minvalue=8.798000000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=19:00:00 average=9.102726666666683,maxvalue=14.954899999999995,minvalue=8.537800000000004
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=20:00:00 average=8.934203333333329,maxvalue=9.986599999999996,minvalue=8.380600000000001
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=21:00:00 average=9.23580166666666,maxvalue=13.0805,minvalue=8.480099999999993
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=22:00:00 average=9.50899333333335,maxvalue=10.578199999999995,minvalue=8.876099999999994
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-17,hours=23:00:00 average=10.318366666666648,maxvalue=11.733800000000002,minvalue=9.410499999999999
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=00:00:00 average=10.902541666666693,maxvalue=12.192700000000002,minvalue=9.958200000000005
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=01:00:00 average=11.753565000000023,maxvalue=13.052899999999994,minvalue=10.712800000000001
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=02:00:00 average=12.397629999999992,maxvalue=15.1297,minvalue=11.475099999999998
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=03:00:00 average=12.443939999999984,maxvalue=13.938900000000004,minvalue=11.206800000000001
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=04:00:00 average=12.31140499999995,maxvalue=13.2547,minvalue=11.429100000000005
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=05:00:00 average=12.141928333333368,maxvalue=13.537499999999994,minvalue=11.052499999999995
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=06:00:00 average=12.313016666666655,maxvalue=13.529799999999994,minvalue=11.378799999999998
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=07:00:00 average=12.469646666666677,maxvalue=14.012200000000007,minvalue=11.466099999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=08:00:00 average=12.337978333333368,maxvalue=13.956999999999994,minvalue=11.291300000000007
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=09:00:00 average=11.837045000000003,maxvalue=12.892200000000003,minvalue=10.744100000000003
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=10:00:00 average=11.527114999999995,maxvalue=12.7329,minvalue=10.306799999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=11:00:00 average=11.07623333333332,maxvalue=12.058899999999994,minvalue=10.111999999999995
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=12:00:00 average=11.088411666666659,maxvalue=12.266900000000007,minvalue=10.143600000000006
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=13:00:00 average=10.937400000000011,maxvalue=11.906400000000005,minvalue=9.900599999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=14:00:00 average=10.828666666666635,maxvalue=12.040400000000005,minvalue=10.034300000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=15:00:00 average=10.382760000000005,maxvalue=11.617800000000003,minvalue=9.608199999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=16:00:00 average=10.333273333333352,maxvalue=12.489599999999996,minvalue=9.537300000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=17:00:00 average=9.670820000000035,maxvalue=11.159400000000005,minvalue=8.894999999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=18:00:00 average=9.428168333333318,maxvalue=10.411600000000007,minvalue=8.759900000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=19:00:00 average=9.259086666666676,maxvalue=14.873900000000006,minvalue=8.562799999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=20:00:00 average=9.031194999999997,maxvalue=10.065100000000001,minvalue=8.5886
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=21:00:00 average=9.316506666666683,maxvalue=13.088499999999996,minvalue=8.583799999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=22:00:00 average=9.542036666666633,maxvalue=10.652900000000002,minvalue=8.674999999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-18,hours=23:00:00 average=10.271725000000032,maxvalue=11.2179,minvalue=9.360600000000005
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=00:00:00 average=11.076244999999986,maxvalue=13.117599999999996,minvalue=10.038399999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=01:00:00 average=11.809681666666648,maxvalue=13.454899999999995,minvalue=10.736699999999999
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=02:00:00 average=12.269818333333305,maxvalue=13.676299999999998,minvalue=11.4114
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=03:00:00 average=12.332620000000006,maxvalue=13.143799999999999,minvalue=11.506900000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=04:00:00 average=12.499178333333347,maxvalue=13.793700000000001,minvalue=11.4799
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=05:00:00 average=12.209878333333336,maxvalue=14.2055,minvalue=11.1297
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=06:00:00 average=12.324284999999989,maxvalue=14.263000000000005,minvalue=10.987499999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=07:00:00 average=12.545928333333293,maxvalue=13.777000000000001,minvalue=11.632400000000004
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=08:00:00 average=12.52622833333335,maxvalue=14.371799999999993,minvalue=11.618200000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=09:00:00 average=12.036165000000011,maxvalue=13.574399999999997,minvalue=11.113900000000001
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=10:00:00 average=11.43740666666666,maxvalue=12.911100000000005,minvalue=10.609499999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=11:00:00 average=11.189900000000009,maxvalue=12.388300000000001,minvalue=10.287499999999994
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=12:00:00 average=11.361834999999985,maxvalue=12.4927,minvalue=10.569000000000003
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=13:00:00 average=11.197376666666685,maxvalue=12.147800000000004,minvalue=10.497299999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=14:00:00 average=11.005755000000008,maxvalue=12.221999999999994,minvalue=10.2774
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=15:00:00 average=10.483170000000001,maxvalue=11.2988,minvalue=9.740200000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=16:00:00 average=10.337655000000012,maxvalue=11.865499999999997,minvalue=9.503900000000002
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=17:00:00 average=9.830731666666665,maxvalue=11.1584,minvalue=9.062799999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=18:00:00 average=9.62089000000006,maxvalue=14.885999999999996,minvalue=9.062100000000001
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=19:00:00 average=9.36950166666665,maxvalue=17.106399999999994,minvalue=8.6597
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=20:00:00 average=9.122725000000003,maxvalue=10.2346,minvalue=8.436999999999998
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=21:00:00 average=9.14712499999996,maxvalue=10.175299999999993,minvalue=8.646299999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=22:00:00 average=9.75906333333333,maxvalue=11.088800000000006,minvalue=9.0886
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-19,hours=23:00:00 average=10.452823333333356,maxvalue=11.641300000000001,minvalue=9.742599999999996
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-20,hours=00:00:00 average=11.291991666666632,maxvalue=13.158299999999997,minvalue=10.223200000000006
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-20,hours=01:00:00 average=12.289905000000019,maxvalue=14.356200000000001,minvalue=10.821399999999997
cpu_aggres,hostname=fk-data-proxy3,groupname=cdfk.datagw,month=2018-08-20,hours=02:00:00 average=13.510374999999996,maxvalue=15.257199999999997,minvalue=12.261600000000001
