cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=10:00:00 average=4.0968107142857235,maxvalue=4.525999999999996,minvalue=3.312100000000001
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=11:00:00 average=4.101678333333311,maxvalue=4.4632000000000005,minvalue=3.6654999999999944
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=12:00:00 average=4.465618333333353,maxvalue=4.956800000000001,minvalue=3.527699999999996
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=13:00:00 average=3.9802499999999696,maxvalue=4.409800000000004,minvalue=3.496300000000005
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=14:00:00 average=3.710408333333362,maxvalue=4.283799999999999,minvalue=3.248199999999997
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=15:00:00 average=3.181235000000001,maxvalue=3.6410999999999945,minvalue=2.6199000000000012
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=16:00:00 average=3.091025000000016,maxvalue=3.900899999999993,minvalue=2.5253000000000014
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=17:00:00 average=2.646826666666655,maxvalue=2.9114000000000004,minvalue=1.9146999999999963
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=18:00:00 average=2.591980000000021,maxvalue=3.3388999999999953,minvalue=2.248599999999996
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=19:00:00 average=2.232079999999968,maxvalue=3.1122000000000014,minvalue=1.9881000000000029
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=20:00:00 average=2.1215066666666615,maxvalue=2.330200000000005,minvalue=1.4364000000000061
cpu_aggres,hostname=gateway-inter2,groupname=common.gateway,month=2018-08-17,hours=21:00:00 average=2.314888333333343,maxvalue=5.158000000000001,minvalue=1.9797999999999973
