cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=10:00:00 average=1.9229464285714357,maxvalue=2.3481000000000023,minvalue=1.7811999999999983
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=11:00:00 average=1.9553816666666393,maxvalue=2.808400000000006,minvalue=1.7642000000000024
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=12:00:00 average=1.950056666666697,maxvalue=2.3168000000000006,minvalue=1.789599999999993
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=13:00:00 average=1.9353483333333514,maxvalue=2.5579000000000036,minvalue=1.7647000000000048
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=14:00:00 average=1.939791666666693,maxvalue=3.2009999999999934,minvalue=1.7480999999999938
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=15:00:00 average=1.9026433333333586,maxvalue=2.3418999999999954,minvalue=1.7644999999999982
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=16:00:00 average=1.877520000000004,maxvalue=2.2072000000000003,minvalue=1.7142999999999944
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=17:00:00 average=1.8601983333333294,maxvalue=2.525099999999995,minvalue=1.706000000000003
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=18:00:00 average=1.8400766666666897,maxvalue=2.181200000000004,minvalue=1.664900000000003
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=19:00:00 average=1.8292366666666595,maxvalue=2.191599999999994,minvalue=1.6655999999999977
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=20:00:00 average=1.819825000000037,maxvalue=2.2323999999999984,minvalue=1.690100000000001
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=21:00:00 average=1.9330233333332956,maxvalue=5.149900000000002,minvalue=1.6984999999999957
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=22:00:00 average=1.91300833333338,maxvalue=2.2746000000000066,minvalue=1.7724000000000046
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-17,hours=23:00:00 average=1.9106850000000009,maxvalue=2.3164000000000016,minvalue=1.772900000000007
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=00:00:00 average=1.9347366666666659,maxvalue=2.231099999999998,minvalue=1.7236000000000047
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=01:00:00 average=1.945683333333335,maxvalue=2.433899999999994,minvalue=1.781499999999994
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=02:00:00 average=1.940881666666641,maxvalue=2.3389999999999986,minvalue=1.7642000000000024
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=03:00:00 average=1.9275299999999902,maxvalue=2.2072000000000003,minvalue=1.7977999999999952
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=04:00:00 average=1.9715016666666827,maxvalue=2.9680000000000035,minvalue=1.7905999999999977
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=05:00:00 average=1.9432966666666545,maxvalue=2.4669999999999987,minvalue=1.691199999999995
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=06:00:00 average=1.9812333333333498,maxvalue=2.406000000000006,minvalue=1.806600000000003
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=07:00:00 average=1.9508900000000153,maxvalue=2.280699999999996,minvalue=1.806200000000004
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=08:00:00 average=1.9466349999999721,maxvalue=2.2912000000000035,minvalue=1.740399999999994
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=09:00:00 average=1.9390333333333274,maxvalue=2.391900000000007,minvalue=1.7977999999999952
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=10:00:00 average=1.93562666666665,maxvalue=2.382099999999994,minvalue=1.7734999999999985
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=11:00:00 average=1.9802766666666827,maxvalue=2.584000000000003,minvalue=1.7985999999999933
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=12:00:00 average=1.9735850000000141,maxvalue=2.3760000000000048,minvalue=1.781800000000004
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=13:00:00 average=2.019411666666713,maxvalue=2.456299999999999,minvalue=1.8389999999999986
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=14:00:00 average=1.9855266666666722,maxvalue=3.211200000000005,minvalue=1.772900000000007
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=15:00:00 average=1.935964999999996,maxvalue=2.2989000000000033,minvalue=1.7891000000000048
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=16:00:00 average=1.9262200000000291,maxvalue=2.276200000000003,minvalue=1.764799999999994
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=17:00:00 average=1.9167616666667016,maxvalue=2.324399999999997,minvalue=1.7395999999999958
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=18:00:00 average=1.8757149999999996,maxvalue=2.2497000000000043,minvalue=1.731800000000007
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=19:00:00 average=1.8667716666666507,maxvalue=2.273700000000005,minvalue=1.7151999999999958
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=20:00:00 average=1.8884716666666606,maxvalue=2.2567999999999984,minvalue=1.6983000000000033
cpu_aggres,hostname=fk-crawl1,groupname=cdfk.crawl,month=2018-08-18,hours=21:00:00 average=1.9728416666666675,maxvalue=4.480699999999999,minvalue=1.7409999999999997
