cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=10:00:00 average=3.6084499999999906,maxvalue=4.249600000000001,minvalue=3.1984999999999957
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=11:00:00 average=3.4539099999999934,maxvalue=3.8837999999999937,minvalue=2.8636000000000053
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=12:00:00 average=3.635341666666676,maxvalue=4.101100000000002,minvalue=3.2327999999999975
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=13:00:00 average=3.2858933333333624,maxvalue=3.7002999999999986,minvalue=2.9385000000000048
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=14:00:00 average=3.0753600000000176,maxvalue=4.367800000000003,minvalue=2.4021000000000043
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=15:00:00 average=2.8926299999999685,maxvalue=3.1581999999999937,minvalue=2.5245000000000033
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=16:00:00 average=3.003879999999995,maxvalue=4.166300000000007,minvalue=2.174999999999997
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=17:00:00 average=2.5801566666666673,maxvalue=2.892300000000006,minvalue=2.2563999999999993
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=18:00:00 average=2.5372850000000113,maxvalue=3.3204999999999956,minvalue=2.1384999999999934
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=19:00:00 average=2.2388733333333164,maxvalue=3.106499999999997,minvalue=1.8871000000000038
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=20:00:00 average=2.0805549999999897,maxvalue=2.338399999999993,minvalue=1.6200000000000045
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=21:00:00 average=2.191288333333304,maxvalue=4.870099999999994,minvalue=1.6282999999999959
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=22:00:00 average=2.354963333333373,maxvalue=2.825100000000006,minvalue=2.096900000000005
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-17,hours=23:00:00 average=2.66867666666667,maxvalue=3.0327999999999946,minvalue=2.3492999999999995
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=00:00:00 average=3.0792100000000033,maxvalue=3.693799999999996,minvalue=2.520300000000006
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=01:00:00 average=3.79722666666666,maxvalue=4.4339999999999975,minvalue=3.186700000000002
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=02:00:00 average=4.292959999999994,maxvalue=4.828199999999995,minvalue=3.4107000000000056
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=03:00:00 average=4.1359800000000035,maxvalue=4.583200000000005,minvalue=3.8071999999999946
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=04:00:00 average=4.09069833333335,maxvalue=4.459900000000005,minvalue=3.357299999999995
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=05:00:00 average=3.979431666666656,maxvalue=4.3944000000000045,minvalue=3.5849000000000046
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=06:00:00 average=3.9964516666666725,maxvalue=4.457499999999996,minvalue=3.4222000000000037
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=07:00:00 average=4.33845500000001,maxvalue=5.389399999999995,minvalue=3.7430999999999983
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=08:00:00 average=4.030299999999954,maxvalue=4.443100000000001,minvalue=3.626499999999993
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=09:00:00 average=3.8536416666666753,maxvalue=4.412300000000002,minvalue=3.366799999999998
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=10:00:00 average=3.387983333333338,maxvalue=3.7338000000000022,minvalue=2.6269999999999953
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=11:00:00 average=3.1863050000000044,maxvalue=3.4067000000000007,minvalue=2.903499999999994
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=12:00:00 average=3.6867466666666786,maxvalue=5.212000000000003,minvalue=3.1385999999999967
cpu_aggres,hostname=gateway-inter1,groupname=common.gateway,month=2018-08-18,hours=13:00:00 average=3.254686666666686,maxvalue=4.985799999999998,minvalue=2.804299999999998
