cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=10:00:00 average=8.869613793103454,maxvalue=11.498400000000004,minvalue=7.101299999999995
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=11:00:00 average=7.133560000000017,maxvalue=10.087100000000007,minvalue=3.7338000000000022
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=12:00:00 average=5.941010000000034,maxvalue=8.526600000000002,minvalue=4.025999999999996
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=13:00:00 average=8.235663333333335,maxvalue=10.1815,minvalue=6.365700000000004
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=14:00:00 average=6.536864999999963,maxvalue=9.899299999999997,minvalue=2.977400000000003
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=15:00:00 average=3.100213333333329,maxvalue=4.418300000000002,minvalue=2.2347000000000037
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=16:00:00 average=6.542099999999962,maxvalue=8.967200000000005,minvalue=4.652000000000001
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=17:00:00 average=11.025351666666637,maxvalue=17.222899999999996,minvalue=5.953100000000006
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=18:00:00 average=2.1498450000000133,maxvalue=5.0227,minvalue=0.5502000000000038
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=19:00:00 average=4.316745000000026,maxvalue=5.1466000000000065,minvalue=1.3359999999999985
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=20:00:00 average=3.3268466666666967,maxvalue=5.9702000000000055,minvalue=0.5147000000000048
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=21:00:00 average=0.9987433333333229,maxvalue=1.5364000000000004,minvalue=0.44180000000000064
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=22:00:00 average=5.131008333333327,maxvalue=6.460499999999996,minvalue=1.607299999999995
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-17,hours=23:00:00 average=4.810586666666637,maxvalue=7.066400000000002,minvalue=2.405699999999996
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=00:00:00 average=4.249938333333361,maxvalue=6.774600000000007,minvalue=2.695700000000002
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=01:00:00 average=10.53749666666667,maxvalue=15.643799999999999,minvalue=5.546999999999997
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=02:00:00 average=12.049956666666631,maxvalue=29.562399999999997,minvalue=7.751599999999996
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=03:00:00 average=12.845259999999982,maxvalue=47.0749,minvalue=6.810500000000005
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=04:00:00 average=11.223399999999998,maxvalue=15.310299999999998,minvalue=6.934799999999996
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=05:00:00 average=9.401703333333302,maxvalue=12.623800000000003,minvalue=6.112499999999997
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=06:00:00 average=6.843183333333357,maxvalue=9.518500000000003,minvalue=4.978200000000001
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=07:00:00 average=10.465351666666677,maxvalue=13.078400000000002,minvalue=7.164500000000004
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=08:00:00 average=9.062113333333357,maxvalue=12.738,minvalue=5.3035
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=09:00:00 average=6.037426666666633,maxvalue=8.081599999999995,minvalue=4.0353000000000065
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=10:00:00 average=9.109805000000009,maxvalue=24.765699999999995,minvalue=5.4835000000000065
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=11:00:00 average=6.6820833333333525,maxvalue=10.543800000000005,minvalue=3.3095
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=12:00:00 average=7.283836666666659,maxvalue=10.554000000000002,minvalue=3.7561000000000035
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=13:00:00 average=8.740584999999982,maxvalue=12.572400000000002,minvalue=5.951999999999998
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=14:00:00 average=6.4811483333333655,maxvalue=11.484899999999996,minvalue=2.8984999999999985
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=15:00:00 average=3.507591666666684,maxvalue=5.388900000000007,minvalue=1.805499999999995
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=16:00:00 average=6.595461666666694,maxvalue=9.808700000000002,minvalue=2.9843999999999937
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=17:00:00 average=10.675723333333295,maxvalue=15.067499999999995,minvalue=7.626499999999993
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=18:00:00 average=3.1547533333333178,maxvalue=9.6995,minvalue=1.1129999999999995
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=19:00:00 average=4.581318333333371,maxvalue=5.472300000000004,minvalue=1.8410999999999973
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=20:00:00 average=3.41373333333334,maxvalue=6.039699999999996,minvalue=0.4917999999999978
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=21:00:00 average=1.0979383333333743,maxvalue=2.2182999999999993,minvalue=0.5751999999999953
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=22:00:00 average=5.24589499999999,maxvalue=6.192599999999999,minvalue=1.390500000000003
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-18,hours=23:00:00 average=5.311693333333324,maxvalue=8.451800000000006,minvalue=2.612399999999994
cpu_aggres,hostname=biz2,groupname=biz.biz,month=2018-08-19,hours=00:00:00 average=4.481665000000007,maxvalue=6.462999999999994,minvalue=3.0781000000000063
