cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=10:00:00 average=12.031886206896516,maxvalue=22.980400000000003,minvalue=1.9928000000000026
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=11:00:00 average=12.535446666666658,maxvalue=24.458699999999993,minvalue=1.6561999999999983
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=12:00:00 average=12.48573500000002,maxvalue=25.414199999999994,minvalue=1.8656000000000006
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=13:00:00 average=12.432548333333358,maxvalue=22.984300000000005,minvalue=1.8004999999999995
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=14:00:00 average=12.715898333333357,maxvalue=24.901700000000005,minvalue=1.9587999999999965
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=15:00:00 average=12.043140000000008,maxvalue=23.318799999999996,minvalue=1.6393000000000058
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=16:00:00 average=12.086101666666636,maxvalue=22.619699999999995,minvalue=1.6723999999999961
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=17:00:00 average=11.928118333333316,maxvalue=20.954499999999996,minvalue=1.6807000000000016
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=18:00:00 average=12.038115000000005,maxvalue=23.8609,minvalue=1.5057999999999936
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=19:00:00 average=11.75877666666669,maxvalue=22.322500000000005,minvalue=1.580699999999993
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=20:00:00 average=11.668999999999997,maxvalue=23.650800000000004,minvalue=1.4632000000000005
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=21:00:00 average=11.833411666666692,maxvalue=20.691999999999993,minvalue=1.4381000000000057
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=22:00:00 average=11.98075666666665,maxvalue=23.813100000000006,minvalue=1.6306000000000012
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-17,hours=23:00:00 average=11.851203333333359,maxvalue=19.008200000000002,minvalue=1.5219000000000023
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=00:00:00 average=12.046063333333322,maxvalue=24.128699999999995,minvalue=1.731899999999996
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=01:00:00 average=12.499588333333335,maxvalue=23.927800000000005,minvalue=1.7904999999999944
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=02:00:00 average=12.913866666666635,maxvalue=25.921899999999994,minvalue=2.4168999999999983
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=03:00:00 average=12.57523500000002,maxvalue=21.5158,minvalue=2.2860000000000014
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=04:00:00 average=12.67844500000001,maxvalue=21.719499999999996,minvalue=2.1855999999999938
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=05:00:00 average=12.433913333333336,maxvalue=19.462599999999995,minvalue=2.0430000000000064
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=06:00:00 average=12.664718333333312,maxvalue=19.670299999999997,minvalue=1.9497999999999962
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=07:00:00 average=13.05298166666664,maxvalue=20.233199999999997,minvalue=2.2771000000000043
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=08:00:00 average=12.902738333333346,maxvalue=18.119500000000002,minvalue=2.755899999999997
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=09:00:00 average=12.488650000000021,maxvalue=15.353700000000003,minvalue=2.167900000000003
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=10:00:00 average=12.25749333333333,maxvalue=15.642499999999998,minvalue=4.087599999999995
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=11:00:00 average=12.429346666666689,maxvalue=16.581699999999998,minvalue=4.072199999999995
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=12:00:00 average=13.503953333333342,maxvalue=20.1961,minvalue=3.4569999999999936
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=13:00:00 average=12.796176666666668,maxvalue=17.6254,minvalue=1.965999999999994
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=14:00:00 average=12.729336666666697,maxvalue=19.251999999999995,minvalue=2.694599999999994
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=15:00:00 average=12.538993333333295,maxvalue=19.250699999999995,minvalue=2.4942999999999955
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=16:00:00 average=12.48129666666668,maxvalue=15.771900000000002,minvalue=4.927199999999999
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=17:00:00 average=12.180924999999988,maxvalue=18.002499999999998,minvalue=2.0652000000000044
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=18:00:00 average=12.321113333333372,maxvalue=17.696200000000005,minvalue=1.9744000000000028
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=19:00:00 average=12.020209999999977,maxvalue=18.399100000000004,minvalue=1.8991000000000042
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=20:00:00 average=11.995314999999977,maxvalue=18.399100000000004,minvalue=1.8567000000000036
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=21:00:00 average=12.251753333333326,maxvalue=17.680499999999995,minvalue=5.023799999999994
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=22:00:00 average=12.17830166666667,maxvalue=18.924999999999997,minvalue=1.7476000000000056
cpu_aggres,hostname=qbus6,groupname=common.qbus,month=2018-08-18,hours=23:00:00 average=12.371858333333336,maxvalue=18.703000000000003,minvalue=1.9158000000000044
