cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=10:00:00 average=1.3587857142857303,maxvalue=1.980400000000003,minvalue=0.988900000000001
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=11:00:00 average=1.2786516666666756,maxvalue=1.8246000000000038,minvalue=0.8344000000000023
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=12:00:00 average=1.3815633333333182,maxvalue=1.8624999999999972,minvalue=1.0224000000000046
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=13:00:00 average=1.1552999999999969,maxvalue=1.6328000000000031,minvalue=0.7550999999999988
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=14:00:00 average=1.0869649999999922,maxvalue=1.670100000000005,minvalue=0.6674000000000007
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=15:00:00 average=0.9234766666666729,maxvalue=1.3277999999999963,minvalue=0.5548000000000002
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=16:00:00 average=0.861785000000026,maxvalue=1.5287000000000006,minvalue=0.3627999999999929
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=17:00:00 average=0.6322083333333524,maxvalue=0.9385999999999939,minvalue=0.40460000000000207
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=18:00:00 average=0.5443866666666537,maxvalue=0.8635000000000019,minvalue=0.3709999999999951
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=19:00:00 average=0.6112999999999715,maxvalue=6.8448999999999955,minvalue=0.30859999999999843
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=20:00:00 average=0.4164283333333145,maxvalue=0.6171999999999969,minvalue=0.3042999999999978
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=21:00:00 average=0.540231666666628,maxvalue=3.477099999999993,minvalue=0.3084999999999951
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=22:00:00 average=0.5758249999999805,maxvalue=0.8843999999999994,minvalue=0.3545000000000016
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-17,hours=23:00:00 average=0.8185650000000209,maxvalue=1.310299999999998,minvalue=0.4796000000000049
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=00:00:00 average=1.109813333333335,maxvalue=1.961500000000001,minvalue=0.7552000000000021
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=01:00:00 average=1.3975083333333913,maxvalue=1.863500000000002,minvalue=0.7343000000000046
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=02:00:00 average=1.549108333333379,maxvalue=2.3018,minvalue=1.1440000000000055
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=03:00:00 average=1.606598333333352,maxvalue=2.284800000000004,minvalue=1.1392000000000024
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=04:00:00 average=1.5062533333333192,maxvalue=1.9878999999999962,minvalue=1.0765999999999991
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=05:00:00 average=1.5470949999999988,maxvalue=2.067300000000003,minvalue=1.1478000000000037
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=06:00:00 average=1.6225716666666443,maxvalue=2.268500000000003,minvalue=1.156400000000005
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=07:00:00 average=1.618228333333306,maxvalue=2.0722999999999985,minvalue=1.294399999999996
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=08:00:00 average=1.6052766666666685,maxvalue=2.089100000000002,minvalue=1.1769000000000034
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=09:00:00 average=1.4074999999999847,maxvalue=1.8251999999999953,minvalue=0.9141000000000048
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=10:00:00 average=1.3861899999999991,maxvalue=1.9214000000000055,minvalue=0.7886000000000024
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=11:00:00 average=1.20302333333332,maxvalue=1.779200000000003,minvalue=0.8387000000000029
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=12:00:00 average=1.1814116666666763,maxvalue=1.7244000000000028,minvalue=0.8053000000000026
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=13:00:00 average=1.1573683333333378,maxvalue=1.7376000000000005,minvalue=0.7049999999999983
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=14:00:00 average=1.1818066666667164,maxvalue=1.8503999999999934,minvalue=0.7716999999999956
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=15:00:00 average=1.0022883333333539,maxvalue=1.6079000000000008,minvalue=0.6257999999999981
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=16:00:00 average=0.8641899999999936,maxvalue=1.3397999999999968,minvalue=0.5006000000000057
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=17:00:00 average=0.6541916666666765,maxvalue=0.9428999999999945,minvalue=0.4753999999999934
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=18:00:00 average=0.5847733333333167,maxvalue=0.8928999999999974,minvalue=0.37109999999999843
cpu_aggres,hostname=fk-compute4,groupname=cdfk.metric,month=2018-08-18,hours=19:00:00 average=0.507666666666708,maxvalue=1.0511000000000053,minvalue=0.3293000000000035
