cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=10:00:00 average=4.293317857142853,maxvalue=42.5042,minvalue=1.7920000000000016
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=11:00:00 average=2.05707000000001,maxvalue=3.849400000000003,minvalue=1.6075000000000017
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=12:00:00 average=1.9035683333333395,maxvalue=2.579099999999997,minvalue=1.6577000000000055
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=13:00:00 average=1.8068899999999957,maxvalue=2.2446999999999946,minvalue=1.5905000000000058
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=14:00:00 average=1.7718833333333492,maxvalue=3.165300000000002,minvalue=1.539900000000003
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=15:00:00 average=1.5929499999999592,maxvalue=2.4688000000000017,minvalue=1.3136999999999972
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=16:00:00 average=1.850171666666654,maxvalue=3.7997000000000014,minvalue=1.4050000000000011
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=17:00:00 average=8.070816666666673,maxvalue=10.2607,minvalue=1.547300000000007
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=18:00:00 average=2.1956266666666693,maxvalue=5.270200000000003,minvalue=1.346900000000005
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=19:00:00 average=1.4668766666666642,maxvalue=2.8105000000000047,minvalue=1.305400000000006
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=20:00:00 average=1.4143383333333475,maxvalue=1.6143,minvalue=1.246300000000005
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=21:00:00 average=1.5478100000000268,maxvalue=4.769499999999994,minvalue=1.2960999999999956
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=22:00:00 average=4.073255000000017,maxvalue=11.590199999999996,minvalue=1.455299999999994
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-17,hours=23:00:00 average=4.135133333333343,maxvalue=5.0793000000000035,minvalue=2.596100000000007
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=00:00:00 average=4.334769999999992,maxvalue=5.371600000000001,minvalue=2.630499999999998
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=01:00:00 average=4.677159999999986,maxvalue=6.429100000000005,minvalue=2.9287999999999954
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=02:00:00 average=4.908821666666668,maxvalue=6.647000000000006,minvalue=3.0183999999999997
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=03:00:00 average=4.863274999999987,maxvalue=6.513900000000007,minvalue=2.767799999999994
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=04:00:00 average=4.882604999999984,maxvalue=6.776700000000005,minvalue=3.0675999999999988
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=05:00:00 average=4.532956666666649,maxvalue=6.542599999999993,minvalue=2.7001999999999953
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=06:00:00 average=2.9955449999999786,maxvalue=3.797399999999996,minvalue=1.6667000000000058
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=07:00:00 average=1.8498383333333521,maxvalue=2.3799999999999955,minvalue=1.642399999999995
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=08:00:00 average=1.8435816666666653,maxvalue=2.5311999999999983,minvalue=1.616100000000003
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=09:00:00 average=1.8062999999999647,maxvalue=3.7583999999999946,minvalue=1.5481000000000051
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=10:00:00 average=2.0078133333333454,maxvalue=15.492999999999995,minvalue=1.5658999999999992
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=11:00:00 average=1.7759166666666744,maxvalue=2.943100000000001,minvalue=1.5657999999999959
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=12:00:00 average=1.7883683333333806,maxvalue=2.2283999999999935,minvalue=1.5904000000000025
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=13:00:00 average=1.7349983333333228,maxvalue=2.0183999999999997,minvalue=1.5485000000000042
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=14:00:00 average=1.6631433333333518,maxvalue=3.0885999999999996,minvalue=1.4817000000000036
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=15:00:00 average=1.5384449999999958,maxvalue=1.9077999999999946,minvalue=1.3558000000000021
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=16:00:00 average=1.7700483333333352,maxvalue=3.354600000000005,minvalue=1.3225999999999942
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=17:00:00 average=7.69928666666668,maxvalue=10.465199999999996,minvalue=1.4055000000000035
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=18:00:00 average=2.7740433333333527,maxvalue=8.058800000000005,minvalue=1.3299999999999983
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=19:00:00 average=1.4319450000000131,maxvalue=2.0897999999999968,minvalue=1.2711999999999932
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=20:00:00 average=1.4161633333333157,maxvalue=1.856800000000007,minvalue=1.2960999999999956
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=21:00:00 average=1.5196283333333298,maxvalue=4.595299999999995,minvalue=1.2630000000000052
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=22:00:00 average=4.042641666666697,maxvalue=11.7085,minvalue=1.3716000000000008
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-18,hours=23:00:00 average=3.990218333333331,maxvalue=4.967200000000005,minvalue=2.6739000000000033
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=00:00:00 average=4.218703333333352,maxvalue=5.477500000000006,minvalue=2.892799999999994
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=01:00:00 average=4.563393333333323,maxvalue=5.919899999999998,minvalue=2.884699999999995
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=02:00:00 average=4.788516666666638,maxvalue=6.555000000000007,minvalue=2.9762000000000057
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=03:00:00 average=4.8063900000000075,maxvalue=6.483699999999999,minvalue=3.062100000000001
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=04:00:00 average=4.814023333333338,maxvalue=6.443700000000007,minvalue=3.1289000000000016
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=05:00:00 average=4.439961666666662,maxvalue=6.386200000000002,minvalue=2.481099999999998
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=06:00:00 average=2.9501933333333454,maxvalue=3.740399999999994,minvalue=1.6501999999999981
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=07:00:00 average=1.8736833333333323,maxvalue=2.211100000000002,minvalue=1.6332000000000022
cpu_aggres,hostname=biz-repay4,groupname=cdbiz.in,month=2018-08-19,hours=08:00:00 average=1.852553333333347,maxvalue=2.2365999999999957,minvalue=1.6410999999999945
