cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=10:00:00 average=12.59553103448279,maxvalue=45.907,minvalue=8.128
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=11:00:00 average=10.27511666666669,maxvalue=25.700699999999998,minvalue=7.995099999999994
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=12:00:00 average=9.073688333333337,maxvalue=25.194199999999995,minvalue=7.909800000000004
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=13:00:00 average=8.094193333333322,maxvalue=10.939700000000002,minvalue=7.221000000000004
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=14:00:00 average=8.236858333333302,maxvalue=14.172600000000003,minvalue=6.709500000000006
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=15:00:00 average=6.702639999999988,maxvalue=9.305599999999998,minvalue=5.857100000000003
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=16:00:00 average=6.422803333333334,maxvalue=8.404899999999998,minvalue=5.329599999999999
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=17:00:00 average=6.492743333333337,maxvalue=8.158500000000004,minvalue=5.619
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=18:00:00 average=5.478800000000021,maxvalue=8.234399999999994,minvalue=4.349500000000006
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=19:00:00 average=4.620596666666685,maxvalue=5.882999999999996,minvalue=3.924199999999999
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=20:00:00 average=4.309200000000047,maxvalue=6.160600000000002,minvalue=3.6340000000000003
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=21:00:00 average=4.5338049999999726,maxvalue=5.261200000000002,minvalue=3.756200000000007
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=22:00:00 average=5.577068333333301,maxvalue=8.710499999999996,minvalue=4.783900000000003
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-17,hours=23:00:00 average=6.674174999999963,maxvalue=8.6109,minvalue=5.5305000000000035
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=00:00:00 average=8.203811666666667,maxvalue=13.755099999999999,minvalue=6.504000000000005
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=01:00:00 average=9.52979166666664,maxvalue=12.833299999999994,minvalue=8.046899999999994
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=02:00:00 average=10.114881666666676,maxvalue=12.010400000000004,minvalue=8.782600000000002
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=03:00:00 average=10.490506666666704,maxvalue=14.468699999999998,minvalue=9.164100000000005
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=04:00:00 average=10.53695833333336,maxvalue=13.778199999999998,minvalue=9.176299999999998
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=05:00:00 average=10.491126666666645,maxvalue=24.047600000000003,minvalue=8.866500000000002
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=06:00:00 average=10.508756666666656,maxvalue=13.058599999999998,minvalue=9.465699999999998
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=07:00:00 average=10.932583333333326,maxvalue=13.789599999999993,minvalue=9.811099999999996
cpu_aggres,hostname=elk-stack8,groupname=sa.elk,month=2018-08-18,hours=08:00:00 average=10.870106666666615,maxvalue=13.381200000000007,minvalue=9.279499999999999
