cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=10:00:00 average=1.5083785714285654,maxvalue=1.8542000000000058,minvalue=1.2398000000000025
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=11:00:00 average=1.441808333333313,maxvalue=2.030600000000007,minvalue=1.080699999999993
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=12:00:00 average=1.6170816666666354,maxvalue=2.1731999999999942,minvalue=1.2811999999999983
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=13:00:00 average=1.304081666666704,maxvalue=1.8371999999999957,minvalue=0.9972999999999956
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=14:00:00 average=1.2399183333333497,maxvalue=2.2339000000000055,minvalue=0.8678000000000026
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=15:00:00 average=0.9248099999999937,maxvalue=4.062299999999993,minvalue=0.6256999999999948
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=16:00:00 average=0.7895700000000119,maxvalue=1.2937000000000012,minvalue=0.4877999999999929
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=17:00:00 average=0.57369166666669,maxvalue=0.6881000000000057,minvalue=0.4210999999999956
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=18:00:00 average=0.4785583333333676,maxvalue=0.6547999999999945,minvalue=0.3126000000000033
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=19:00:00 average=0.3796199999999885,maxvalue=0.7419000000000011,minvalue=0.2750999999999948
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=20:00:00 average=0.34062833333331355,maxvalue=0.5251999999999981,minvalue=0.23340000000000316
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=21:00:00 average=0.473798333333292,maxvalue=1.3067000000000064,minvalue=0.32510000000000616
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=22:00:00 average=0.8823650000000072,maxvalue=2.2493999999999943,minvalue=0.5755000000000052
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-17,hours=23:00:00 average=0.9410233333333622,maxvalue=1.506699999999995,minvalue=0.6798000000000002
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=00:00:00 average=1.191198333333361,maxvalue=1.7160999999999973,minvalue=0.9346000000000032
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=01:00:00 average=1.6932549999999793,maxvalue=2.298400000000001,minvalue=1.3361000000000018
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=02:00:00 average=2.386244999999988,maxvalue=4.293700000000001,minvalue=1.8843999999999994
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=03:00:00 average=2.112901666666687,maxvalue=3.178600000000003,minvalue=1.5450000000000017
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=04:00:00 average=1.851983333333294,maxvalue=2.712599999999995,minvalue=1.4325000000000045
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=05:00:00 average=1.7257466666666517,maxvalue=2.0434000000000054,minvalue=1.3401000000000067
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=06:00:00 average=1.7726916666666455,maxvalue=2.645799999999994,minvalue=1.4111999999999938
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=07:00:00 average=2.250533333333337,maxvalue=3.7537999999999982,minvalue=1.5781999999999954
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=08:00:00 average=1.8894050000000249,maxvalue=2.6925999999999988,minvalue=1.481899999999996
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=09:00:00 average=1.6307933333333438,maxvalue=3.052199999999999,minvalue=1.2563999999999993
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=10:00:00 average=1.3432999999999993,maxvalue=2.3097000000000065,minvalue=0.9222000000000037
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=11:00:00 average=1.0683483333333328,maxvalue=1.4484000000000066,minvalue=0.8178000000000054
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=12:00:00 average=1.9536683333333258,maxvalue=2.886099999999999,minvalue=0.988900000000001
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=13:00:00 average=1.4119850000000014,maxvalue=2.499300000000005,minvalue=0.980400000000003
cpu_aggres,hostname=encryptor1,groupname=sa.encryptor,month=2018-08-18,hours=14:00:00 average=1.1893299999999982,maxvalue=1.7406000000000006,minvalue=0.9428999999999945
