cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=10:00:00 average=2.5381172413793394,maxvalue=7.446100000000001,minvalue=0.9680000000000035
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=11:00:00 average=2.221821666666685,maxvalue=3.6059999999999945,minvalue=0.7672000000000025
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=12:00:00 average=2.4916050000000354,maxvalue=5.4646999999999935,minvalue=1.034400000000005
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=13:00:00 average=2.230376666666672,maxvalue=6.136300000000006,minvalue=1.0014000000000038
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=14:00:00 average=2.260393333333397,maxvalue=3.865099999999998,minvalue=0.9008000000000038
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=15:00:00 average=1.3816200000000407,maxvalue=3.6137999999999977,minvalue=0.5588999999999942
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=16:00:00 average=1.6360783333332876,maxvalue=8.325000000000003,minvalue=0.6088000000000022
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=17:00:00 average=0.9078450000000231,maxvalue=1.6187999999999931,minvalue=0.5170999999999992
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=18:00:00 average=0.9893050000000159,maxvalue=2.0771000000000015,minvalue=0.5671999999999997
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=19:00:00 average=1.517953333333324,maxvalue=13.2303,minvalue=0.44199999999999307
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=20:00:00 average=0.6678749999999951,maxvalue=1.4184000000000054,minvalue=0.43380000000000507
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=21:00:00 average=15.510146666666685,maxvalue=23.104600000000005,minvalue=3.914900000000003
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=22:00:00 average=12.574998333333326,maxvalue=20.7145,minvalue=0.542199999999994
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-17,hours=23:00:00 average=1.0442483333333143,maxvalue=2.5930000000000035,minvalue=0.48380000000000223
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=00:00:00 average=1.6486700000000383,maxvalue=4.6387,minvalue=0.6006
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=01:00:00 average=2.6938616666666633,maxvalue=6.235900000000001,minvalue=1.117599999999996
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=02:00:00 average=3.0365400000000307,maxvalue=7.287099999999995,minvalue=1.5596000000000032
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=03:00:00 average=2.9563650000000337,maxvalue=5.641300000000001,minvalue=0.8760000000000048
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=04:00:00 average=3.5285299999999893,maxvalue=6.6143,minvalue=1.4679000000000002
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=05:00:00 average=3.143958333333316,maxvalue=5.834199999999996,minvalue=1.4517000000000024
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=06:00:00 average=3.0693083333333107,maxvalue=5.816100000000006,minvalue=1.0678000000000054
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=07:00:00 average=3.1659599999999983,maxvalue=6.052800000000005,minvalue=0.7090000000000032
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=08:00:00 average=3.269409999999951,maxvalue=5.1982,minvalue=0.7006999999999977
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=09:00:00 average=2.3536,maxvalue=5.923599999999993,minvalue=0.48380000000000223
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=10:00:00 average=1.1829266666666456,maxvalue=3.5374999999999943,minvalue=0.4420999999999964
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=11:00:00 average=0.9262183333333525,maxvalue=2.9690999999999974,minvalue=0.4504000000000019
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=12:00:00 average=5.583635000000015,maxvalue=11.924099999999996,minvalue=0.45050000000000523
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=13:00:00 average=2.8972516666666337,maxvalue=8.673900000000003,minvalue=0.7257000000000033
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=14:00:00 average=2.0573183333333276,maxvalue=5.5351,minvalue=0.9591999999999956
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=15:00:00 average=1.7528316666666512,maxvalue=3.6311000000000035,minvalue=0.6839999999999975
cpu_aggres,hostname=cmdb1,groupname=common.cmdb,month=2018-08-18,hours=16:00:00 average=1.5709233333332975,maxvalue=4.997900000000001,minvalue=0.6003999999999934
