cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=10:00:00 average=5.052867857142843,maxvalue=8.8733,minvalue=2.615799999999993
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=11:00:00 average=4.861895000000004,maxvalue=8.647800000000004,minvalue=3.1647999999999996
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=12:00:00 average=5.273833333333343,maxvalue=7.354399999999998,minvalue=3.8371000000000066
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=13:00:00 average=4.161450000000016,maxvalue=9.625299999999996,minvalue=1.5698000000000008
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=14:00:00 average=3.3342333333333585,maxvalue=6.448599999999999,minvalue=1.737799999999993
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=15:00:00 average=2.8939683333333335,maxvalue=4.639799999999994,minvalue=1.4248000000000047
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=16:00:00 average=2.6743916666666223,maxvalue=4.522800000000004,minvalue=0.8422000000000054
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=17:00:00 average=1.838066666666677,maxvalue=3.455299999999994,minvalue=0.8169999999999931
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=18:00:00 average=1.5299516666667046,maxvalue=2.543999999999997,minvalue=0.6903999999999968
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=19:00:00 average=1.387980000000013,maxvalue=13.973699999999994,minvalue=0.46290000000000475
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=20:00:00 average=1.0661783333332977,maxvalue=1.9780999999999977,minvalue=0.49670000000000414
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=21:00:00 average=1.347584999999981,maxvalue=5.792599999999993,minvalue=0.47979999999999734
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=22:00:00 average=1.7329716666666712,maxvalue=3.026200000000003,minvalue=0.8175999999999988
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-17,hours=23:00:00 average=2.839414999999974,maxvalue=4.4454000000000065,minvalue=1.2897999999999996
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=00:00:00 average=4.160629999999983,maxvalue=6.551299999999998,minvalue=2.1504000000000048
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=01:00:00 average=5.766735000000011,maxvalue=9.349400000000003,minvalue=3.014399999999995
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=02:00:00 average=6.4939716666666385,maxvalue=10.610399999999998,minvalue=4.073400000000007
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=03:00:00 average=6.468259999999958,maxvalue=9.504499999999993,minvalue=3.733699999999999
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=04:00:00 average=6.0719299999999805,maxvalue=15.0347,minvalue=4.1751000000000005
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=05:00:00 average=6.201428333333325,maxvalue=9.3065,minvalue=3.8015999999999934
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=06:00:00 average=6.338158333333297,maxvalue=9.269300000000001,minvalue=3.1430000000000007
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=07:00:00 average=6.1678249999999935,maxvalue=8.6434,minvalue=3.920599999999993
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=08:00:00 average=6.228533333333317,maxvalue=9.5552,minvalue=3.7835000000000036
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=09:00:00 average=5.329986666666684,maxvalue=7.7697,minvalue=3.2176000000000045
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=10:00:00 average=5.40895500000002,maxvalue=9.105500000000006,minvalue=2.016999999999996
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=11:00:00 average=4.425094999999999,maxvalue=6.617599999999996,minvalue=2.076999999999998
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=12:00:00 average=4.169709999999981,maxvalue=6.278000000000006,minvalue=2.162000000000006
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=13:00:00 average=4.352128333333354,maxvalue=10.058400000000006,minvalue=2.585099999999997
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=14:00:00 average=4.223318333333367,maxvalue=6.6847000000000065,minvalue=2.3649000000000058
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=15:00:00 average=3.3447516666666672,maxvalue=5.4392,minvalue=1.678299999999993
cpu_aggres,hostname=fk-dmp1,groupname=cdfk.decengine,month=2018-08-18,hours=16:00:00 average=2.9141533333333314,maxvalue=7.075900000000004,minvalue=1.1975999999999942
