cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=10:00:00 average=1.5391482758620612,maxvalue=2.019199999999998,minvalue=1.1113
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=11:00:00 average=1.4340516666666474,maxvalue=2.190799999999996,minvalue=1.0613000000000028
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=12:00:00 average=1.5363149999999877,maxvalue=2.1535999999999973,minvalue=1.039900000000003
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=13:00:00 average=1.3435683333333515,maxvalue=1.6341000000000037,minvalue=1.0528000000000048
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=14:00:00 average=1.2489716666666766,maxvalue=2.0063999999999993,minvalue=0.8684999999999974
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=15:00:00 average=1.0766516666666774,maxvalue=1.457899999999995,minvalue=0.7056999999999931
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=16:00:00 average=0.9966716666666855,maxvalue=1.4706999999999937,minvalue=0.6136999999999944
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=17:00:00 average=0.7884683333333413,maxvalue=1.0728000000000009,minvalue=0.5802000000000049
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=18:00:00 average=0.7130700000000019,maxvalue=1.0854999999999961,minvalue=0.5174999999999983
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=19:00:00 average=0.7223566666666414,maxvalue=5.654399999999995,minvalue=0.4339999999999975
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=20:00:00 average=0.6043250000000313,maxvalue=0.964100000000002,minvalue=0.47159999999999513
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=21:00:00 average=0.7148333333333738,maxvalue=2.7192000000000007,minvalue=0.4632000000000005
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=22:00:00 average=0.7752149999999887,maxvalue=1.1768,minvalue=0.5717999999999961
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-17,hours=23:00:00 average=1.020968333333343,maxvalue=1.520300000000006,minvalue=0.7432000000000016
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-18,hours=00:00:00 average=1.3429550000000035,maxvalue=2.3234000000000066,minvalue=0.9774000000000029
cpu_aggres,hostname=fk-compute5,groupname=cdfk.metric,month=2018-08-18,hours=01:00:00 average=1.653794999999974,maxvalue=2.194900000000004,minvalue=1.0901999999999958
