cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=10:00:00 average=8.202799999999996,maxvalue=13.6554,minvalue=6.746600000000001
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=11:00:00 average=7.806438333333261,maxvalue=16.348600000000005,minvalue=6.231700000000004
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=12:00:00 average=7.769703333333368,maxvalue=14.463499999999996,minvalue=5.6484999999999985
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=13:00:00 average=7.371519999999975,maxvalue=10.6387,minvalue=5.829800000000006
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=14:00:00 average=7.378533333333323,maxvalue=14.147999999999996,minvalue=5.393600000000006
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=15:00:00 average=7.146988333333354,maxvalue=17.5912,minvalue=5.224000000000004
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=16:00:00 average=6.516010000000023,maxvalue=9.847700000000003,minvalue=4.552999999999997
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=17:00:00 average=6.331675000000047,maxvalue=10.461500000000001,minvalue=4.667400000000001
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=18:00:00 average=5.900154999999998,maxvalue=12.026600000000002,minvalue=4.599599999999995
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=19:00:00 average=5.416479999999993,maxvalue=11.3339,minvalue=3.173100000000005
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=20:00:00 average=5.180533333333358,maxvalue=13.634,minvalue=3.1517000000000053
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=21:00:00 average=5.236163333333323,maxvalue=11.438100000000006,minvalue=2.9214999999999947
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=22:00:00 average=5.874896666666629,maxvalue=11.363600000000005,minvalue=4.4315
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-17,hours=23:00:00 average=6.72725166666666,maxvalue=15.647000000000006,minvalue=4.135300000000001
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=00:00:00 average=7.2005450000000195,maxvalue=11.233400000000003,minvalue=5.248999999999995
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=01:00:00 average=7.889678333333308,maxvalue=14.477900000000005,minvalue=6.012200000000007
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=02:00:00 average=7.731513333333325,maxvalue=9.944400000000002,minvalue=6.248400000000004
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=03:00:00 average=8.163856666666689,maxvalue=16.409599999999998,minvalue=6.008600000000001
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=04:00:00 average=8.029716666666658,maxvalue=19.5587,minvalue=6.586799999999997
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=05:00:00 average=8.040456666666643,maxvalue=14.953800000000001,minvalue=6.278999999999996
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=06:00:00 average=7.846334999999996,maxvalue=12.442599999999999,minvalue=6.235200000000006
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=07:00:00 average=8.122405000000029,maxvalue=14.822299999999998,minvalue=6.391599999999997
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=08:00:00 average=7.8051750000000055,maxvalue=9.722999999999999,minvalue=6.342699999999994
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=09:00:00 average=8.051056666666682,maxvalue=17.398600000000002,minvalue=6.305800000000005
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=10:00:00 average=7.495556666666687,maxvalue=15.148600000000002,minvalue=5.7853000000000065
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=11:00:00 average=7.295753333333337,maxvalue=12.5257,minvalue=5.487899999999996
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=12:00:00 average=7.549140000000051,maxvalue=15.247100000000003,minvalue=6.084199999999996
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=13:00:00 average=7.27649333333332,maxvalue=10.4418,minvalue=5.7853000000000065
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=14:00:00 average=7.288128333333333,maxvalue=11.837800000000001,minvalue=6.0283000000000015
cpu_aggres,hostname=bi_hadoop2,groupname=bi.sensors,month=2018-08-18,hours=15:00:00 average=7.155026666666657,maxvalue=12.0291,minvalue=5.237099999999998
