cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=10:00:00 average=1.7090250000000111,maxvalue=1.819900000000004,minvalue=1.620599999999996
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=11:00:00 average=1.7208383333333046,maxvalue=1.8281999999999954,minvalue=1.6350999999999942
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=12:00:00 average=1.711845000000011,maxvalue=1.8055999999999983,minvalue=1.6174000000000035
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=13:00:00 average=1.7244133333333593,maxvalue=1.8389999999999986,minvalue=1.6388000000000034
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=14:00:00 average=1.736220000000003,maxvalue=1.849100000000007,minvalue=1.6448000000000036
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=15:00:00 average=1.761893333333333,maxvalue=1.9344999999999999,minvalue=1.6484999999999985
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=16:00:00 average=1.7514966666666965,maxvalue=1.8678000000000026,minvalue=1.6637000000000057
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=17:00:00 average=1.7349666666666366,maxvalue=2.008200000000002,minvalue=1.6420999999999992
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=18:00:00 average=1.7161733333333302,maxvalue=1.8499999999999943,minvalue=1.5930000000000035
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=19:00:00 average=1.7007699999999772,maxvalue=1.8556999999999988,minvalue=1.617599999999996
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=20:00:00 average=1.6859466666666663,maxvalue=1.7694999999999936,minvalue=1.6026999999999987
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=21:00:00 average=1.6874983333333518,maxvalue=1.8451000000000022,minvalue=1.6162000000000063
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=22:00:00 average=1.7027100000000246,maxvalue=1.800299999999993,minvalue=1.6149999999999949
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-17,hours=23:00:00 average=1.6945133333333615,maxvalue=1.828000000000003,minvalue=1.6199000000000012
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=00:00:00 average=1.710499999999982,maxvalue=1.803200000000004,minvalue=1.6283999999999992
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=01:00:00 average=1.7449183333333593,maxvalue=1.834699999999998,minvalue=1.6598999999999933
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=02:00:00 average=1.7246033333333486,maxvalue=1.8094999999999999,minvalue=1.655699999999996
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=03:00:00 average=1.7427916666667045,maxvalue=1.8492999999999995,minvalue=1.6658000000000044
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=04:00:00 average=1.7470749999999953,maxvalue=1.8221999999999952,minvalue=1.6762999999999977
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=05:00:00 average=1.7575033333333465,maxvalue=1.8615000000000066,minvalue=1.6749999999999972
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=06:00:00 average=1.7683416666666716,maxvalue=1.8747999999999934,minvalue=1.6623000000000019
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=07:00:00 average=1.7501783333333663,maxvalue=1.8513999999999982,minvalue=1.6692000000000036
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=08:00:00 average=1.730218333333326,maxvalue=1.8205999999999989,minvalue=1.653099999999995
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=09:00:00 average=1.7478216666666668,maxvalue=1.8597000000000037,minvalue=1.660499999999999
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=10:00:00 average=1.7268583333333396,maxvalue=1.8756999999999948,minvalue=1.6289000000000016
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=11:00:00 average=1.7405516666666188,maxvalue=1.8385999999999996,minvalue=1.6681999999999988
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=12:00:00 average=1.734925000000004,maxvalue=1.8384999999999962,minvalue=1.6557999999999993
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=13:00:00 average=1.7451566666666167,maxvalue=1.8726999999999947,minvalue=1.6477000000000004
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=14:00:00 average=1.7422949999999986,maxvalue=1.9164999999999992,minvalue=1.6615000000000038
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=15:00:00 average=1.7125800000000169,maxvalue=1.789199999999994,minvalue=1.6387
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=16:00:00 average=1.716586666666629,maxvalue=1.879800000000003,minvalue=1.6217000000000041
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=17:00:00 average=1.7350616666666667,maxvalue=1.905699999999996,minvalue=1.6222000000000065
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=18:00:00 average=1.7289050000000117,maxvalue=1.8867999999999938,minvalue=1.618399999999994
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=19:00:00 average=1.7029633333332725,maxvalue=1.8422000000000054,minvalue=1.6110999999999933
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=20:00:00 average=1.6934216666666657,maxvalue=1.7866999999999962,minvalue=1.609800000000007
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=21:00:00 average=1.6953033333332854,maxvalue=1.7620000000000005,minvalue=1.6221000000000032
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=22:00:00 average=1.6959066666667155,maxvalue=1.7826000000000022,minvalue=1.6176999999999992
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-18,hours=23:00:00 average=1.7084483333333225,maxvalue=1.7827000000000055,minvalue=1.6323000000000008
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-19,hours=00:00:00 average=1.7231949999999898,maxvalue=1.8374000000000024,minvalue=1.6448000000000036
cpu_aggres,hostname=hadoop-bd2,groupname=bigdata.test,month=2018-08-19,hours=01:00:00 average=1.7700166666666348,maxvalue=1.968900000000005,minvalue=1.6098999999999961
