cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=10:00:00 average=3.165785714285704,maxvalue=5.745999999999995,minvalue=1.5345999999999975
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=11:00:00 average=2.928708333333347,maxvalue=4.662199999999999,minvalue=1.5341999999999985
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=12:00:00 average=2.837105000000008,maxvalue=4.495400000000004,minvalue=1.6259000000000015
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=13:00:00 average=2.2527800000000155,maxvalue=3.369799999999998,minvalue=1.2091999999999956
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=14:00:00 average=2.080036666666686,maxvalue=3.236000000000004,minvalue=1.275899999999993
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=15:00:00 average=1.783264999999986,maxvalue=3.8034999999999997,minvalue=0.7421999999999969
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=16:00:00 average=1.5853500000000338,maxvalue=2.8444999999999965,minvalue=0.6420999999999992
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=17:00:00 average=1.1255250000000103,maxvalue=2.0097999999999985,minvalue=0.4836999999999989
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=18:00:00 average=0.9275816666666543,maxvalue=1.9347999999999956,minvalue=0.49209999999999354
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=19:00:00 average=0.7359349999999978,maxvalue=1.8262,minvalue=0.3919000000000068
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=20:00:00 average=0.6374883333332804,maxvalue=1.133899999999997,minvalue=0.3919999999999959
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=21:00:00 average=4.3261166666666355,maxvalue=10.956299999999999,minvalue=0.4001999999999981
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=22:00:00 average=1.0550799999999612,maxvalue=2.0174999999999983,minvalue=0.6337999999999937
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-17,hours=23:00:00 average=1.664554999999993,maxvalue=3.194100000000006,minvalue=0.8338999999999999
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=00:00:00 average=2.318531666666658,maxvalue=3.8696000000000055,minvalue=0.9007000000000005
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=01:00:00 average=3.460996666666688,maxvalue=6.230699999999999,minvalue=1.4843000000000046
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=02:00:00 average=3.886355000000023,maxvalue=5.788200000000003,minvalue=2.293199999999999
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=03:00:00 average=3.9473633333333424,maxvalue=6.597200000000001,minvalue=2.1935000000000002
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=04:00:00 average=3.708151666666666,maxvalue=6.6311000000000035,minvalue=1.6681999999999988
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=05:00:00 average=3.634541666666692,maxvalue=5.805800000000005,minvalue=1.8264000000000067
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=06:00:00 average=3.804239999999993,maxvalue=6.1055999999999955,minvalue=1.4268
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=07:00:00 average=3.900059999999968,maxvalue=5.999200000000002,minvalue=2.5609000000000037
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=08:00:00 average=3.739875000000012,maxvalue=5.981499999999997,minvalue=2.009699999999995
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=09:00:00 average=3.247285000000005,maxvalue=4.703100000000006,minvalue=1.384299999999996
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=10:00:00 average=2.8849799999999988,maxvalue=4.796099999999996,minvalue=0.7754999999999939
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=11:00:00 average=2.6579900000000265,maxvalue=4.487099999999998,minvalue=1.5097999999999985
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=12:00:00 average=2.492810000000034,maxvalue=4.061700000000002,minvalue=1.1928000000000054
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=13:00:00 average=2.302934999999991,maxvalue=3.7870999999999952,minvalue=1.1928999999999945
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=14:00:00 average=2.2492916666666645,maxvalue=3.7045999999999992,minvalue=1.150899999999993
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=15:00:00 average=1.8115816666666547,maxvalue=3.4531999999999954,minvalue=1.0258000000000038
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=16:00:00 average=1.647586666666669,maxvalue=2.8438000000000017,minvalue=0.6920999999999964
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=17:00:00 average=1.1968600000000293,maxvalue=2.2934000000000054,minvalue=0.6753999999999962
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=18:00:00 average=1.026010000000042,maxvalue=2.518100000000004,minvalue=0.40860000000000696
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=19:00:00 average=0.8381150000000019,maxvalue=1.6597000000000008,minvalue=0.36700000000000443
cpu_aggres,hostname=fk-python4,groupname=shfk.decisions,month=2018-08-18,hours=20:00:00 average=0.7382566666666719,maxvalue=1.3589999999999947,minvalue=0.40030000000000143
