cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=10:00:00 average=7.384075862068997,maxvalue=9.936400000000006,minvalue=5.944900000000004
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=11:00:00 average=6.607394999999997,maxvalue=9.6661,minvalue=4.989400000000003
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=12:00:00 average=6.835958333333352,maxvalue=9.312799999999996,minvalue=5.252700000000004
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=13:00:00 average=5.477833333333351,maxvalue=8.012799999999999,minvalue=4.146699999999996
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=14:00:00 average=4.872040000000027,maxvalue=6.542400000000001,minvalue=3.5313000000000017
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=15:00:00 average=4.129645000000011,maxvalue=5.903000000000006,minvalue=3.0383000000000067
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=16:00:00 average=3.7059316666666575,maxvalue=6.2226,minvalue=2.1717000000000013
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=17:00:00 average=2.8788366666667002,maxvalue=5.0053999999999945,minvalue=1.9227999999999952
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=18:00:00 average=2.1770466666666266,maxvalue=4.2035999999999945,minvalue=1.2112999999999943
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=19:00:00 average=1.6876066666666958,maxvalue=3.0675999999999988,minvalue=0.8233000000000033
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=20:00:00 average=1.4559399999999982,maxvalue=2.915300000000002,minvalue=0.7336999999999989
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=21:00:00 average=2.157131666666686,maxvalue=3.957099999999997,minvalue=0.8546000000000049
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=22:00:00 average=2.420384999999982,maxvalue=6.298900000000003,minvalue=1.2616000000000014
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-17,hours=23:00:00 average=3.3778733333333406,maxvalue=5.1387,minvalue=2.0337999999999994
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=00:00:00 average=5.005940000000024,maxvalue=7.011700000000005,minvalue=3.3541000000000025
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=01:00:00 average=7.478354999999993,maxvalue=12.333799999999997,minvalue=5.064099999999996
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=02:00:00 average=8.508534999999966,maxvalue=13.811800000000005,minvalue=6.731099999999998
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=03:00:00 average=8.802140000000009,maxvalue=11.424599999999998,minvalue=7.271500000000003
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=04:00:00 average=8.493470000000016,maxvalue=15.160499999999999,minvalue=6.973500000000001
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=05:00:00 average=8.297399999999996,maxvalue=10.703100000000006,minvalue=6.511200000000002
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=06:00:00 average=8.93963500000001,maxvalue=11.003200000000007,minvalue=7.0471
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=07:00:00 average=9.388655000000014,maxvalue=11.436599999999999,minvalue=8.099800000000002
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=08:00:00 average=8.925038333333319,maxvalue=10.989900000000006,minvalue=7.420900000000003
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=09:00:00 average=8.03294000000001,maxvalue=10.637799999999999,minvalue=6.352900000000005
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=10:00:00 average=6.9996916666666635,maxvalue=8.558400000000006,minvalue=5.238799999999998
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=11:00:00 average=5.893221666666648,maxvalue=7.552899999999994,minvalue=4.815600000000003
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=12:00:00 average=6.239405000000048,maxvalue=9.709900000000005,minvalue=4.4602
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=13:00:00 average=5.594940000000008,maxvalue=7.063000000000002,minvalue=4.522400000000005
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=14:00:00 average=5.088733333333323,maxvalue=6.865300000000005,minvalue=3.7878999999999934
cpu_aggres,hostname=fk2,groupname=shfk.fk,month=2018-08-18,hours=15:00:00 average=4.146045000000015,maxvalue=6.137500000000003,minvalue=3.046599999999998
