cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=10:00:00 average=15.014003448275872,maxvalue=23.8729,minvalue=10.825299999999999
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=11:00:00 average=14.015303333333335,maxvalue=20.874399999999994,minvalue=9.633200000000002
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=12:00:00 average=13.36067333333331,maxvalue=20.3044,minvalue=8.851600000000005
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=13:00:00 average=12.340644999999967,maxvalue=18.016099999999994,minvalue=8.402900000000002
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=14:00:00 average=11.628544999999988,maxvalue=16.059200000000004,minvalue=8.509600000000006
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=15:00:00 average=11.570078333333285,maxvalue=17.066599999999994,minvalue=8.5471
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=16:00:00 average=10.191176666666664,maxvalue=16.1447,minvalue=7.266300000000001
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=17:00:00 average=9.56811666666664,maxvalue=14.0398,minvalue=7.173900000000003
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=18:00:00 average=9.465051666666653,maxvalue=12.965699999999998,minvalue=7.560599999999994
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=19:00:00 average=10.259391666666701,maxvalue=35.8511,minvalue=7.638999999999996
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=20:00:00 average=8.875968333333347,maxvalue=13.441900000000004,minvalue=7.387900000000002
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=21:00:00 average=9.975856666666672,maxvalue=14.463700000000003,minvalue=7.564499999999995
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=22:00:00 average=9.83600833333331,maxvalue=14.3382,minvalue=7.491900000000001
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-17,hours=23:00:00 average=11.713049999999967,maxvalue=15.316400000000002,minvalue=8.760599999999997
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=00:00:00 average=13.455211666666699,maxvalue=18.280600000000007,minvalue=8.894099999999995
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=01:00:00 average=17.34512000000001,maxvalue=25.619600000000005,minvalue=9.974100000000007
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=02:00:00 average=16.126878333333337,maxvalue=20.789100000000005,minvalue=10.9653
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=03:00:00 average=17.96554333333333,maxvalue=25.451700000000002,minvalue=12.084000000000003
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=04:00:00 average=19.599304999999987,maxvalue=26.3193,minvalue=14.030100000000004
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=05:00:00 average=20.579336666666677,maxvalue=28.3647,minvalue=14.3048
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=06:00:00 average=21.810690000000008,maxvalue=34.186499999999995,minvalue=15.1969
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=07:00:00 average=18.564806666666698,maxvalue=30.908199999999994,minvalue=11.924800000000005
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=08:00:00 average=17.380610000000004,maxvalue=24.439800000000005,minvalue=12.231399999999994
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=09:00:00 average=20.10489333333335,maxvalue=34.2539,minvalue=12.632599999999996
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=10:00:00 average=18.61833166666669,maxvalue=34.6189,minvalue=12.013000000000005
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=11:00:00 average=13.894933333333341,maxvalue=20.6995,minvalue=8.345200000000006
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=12:00:00 average=12.811291666666705,maxvalue=20.678700000000006,minvalue=8.995999999999995
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=13:00:00 average=12.664130000000014,maxvalue=17.769000000000005,minvalue=8.729399999999998
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=14:00:00 average=11.642768333333322,maxvalue=20.381699999999995,minvalue=7.9114
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=15:00:00 average=11.557754999999972,maxvalue=17.082099999999997,minvalue=8.6597
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=16:00:00 average=10.590165000000013,maxvalue=17.416799999999995,minvalue=7.180999999999997
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=17:00:00 average=9.620274999999978,maxvalue=15.162199999999999,minvalue=7.370599999999996
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=18:00:00 average=9.687178333333378,maxvalue=14.977900000000005,minvalue=7.671800000000005
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=19:00:00 average=9.69481166666661,maxvalue=39.8796,minvalue=7.3947
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=20:00:00 average=8.901006666666675,maxvalue=13.224699999999999,minvalue=7.258600000000001
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=21:00:00 average=9.531321666666656,maxvalue=14.598799999999997,minvalue=7.349900000000005
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=22:00:00 average=9.711766666666662,maxvalue=13.970799999999997,minvalue=7.617800000000003
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-18,hours=23:00:00 average=11.182543333333342,maxvalue=15.997699999999995,minvalue=7.4572
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=00:00:00 average=12.616151666666653,maxvalue=16.7252,minvalue=9.120500000000007
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=01:00:00 average=16.091663333333344,maxvalue=22.903999999999996,minvalue=11.219700000000003
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=02:00:00 average=16.781098333333333,maxvalue=23.459100000000007,minvalue=11.237499999999997
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=03:00:00 average=16.54214166666665,maxvalue=22.701800000000006,minvalue=11.442700000000002
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=04:00:00 average=17.135341666666676,maxvalue=22.445400000000006,minvalue=12.138400000000004
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=05:00:00 average=18.00906666666667,maxvalue=26.049499999999995,minvalue=11.855599999999995
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=06:00:00 average=18.954141666666658,maxvalue=26.593100000000007,minvalue=11.790199999999999
cpu_aggres,hostname=ryl-stb1,groupname=ryl.stb,month=2018-08-19,hours=07:00:00 average=24.310793333333336,maxvalue=35.0933,minvalue=16.662499999999994
