cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=10:00:00 average=17.61116428571428,maxvalue=22.284400000000005,minvalue=13.185000000000002
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=11:00:00 average=14.655119999999982,maxvalue=17.199399999999997,minvalue=13.106899999999996
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=12:00:00 average=15.126809999999978,maxvalue=17.910300000000007,minvalue=13.748400000000004
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=13:00:00 average=13.537196666666688,maxvalue=16.251000000000005,minvalue=12.123000000000005
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=14:00:00 average=12.915955000000011,maxvalue=15.4362,minvalue=11.765199999999993
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=15:00:00 average=12.042926666666673,maxvalue=14.358599999999996,minvalue=11.092299999999994
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=16:00:00 average=11.884246666666684,maxvalue=15.135499999999993,minvalue=10.375100000000003
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=17:00:00 average=11.299426666666676,maxvalue=12.989000000000004,minvalue=10.351500000000001
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=18:00:00 average=10.118383333333341,maxvalue=12.590100000000007,minvalue=8.8994
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=19:00:00 average=9.427290000000013,maxvalue=11.4803,minvalue=8.566599999999994
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=20:00:00 average=9.078264999999973,maxvalue=10.523600000000002,minvalue=8.474100000000007
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=21:00:00 average=9.62647166666666,maxvalue=12.093999999999994,minvalue=8.758899999999997
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=22:00:00 average=11.106581666666642,maxvalue=13.232799999999997,minvalue=9.910399999999996
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-17,hours=23:00:00 average=11.788798333333304,maxvalue=13.7838,minvalue=10.583799999999997
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-18,hours=00:00:00 average=18.841379999999972,maxvalue=36.6543,minvalue=2.7182999999999993
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-18,hours=01:00:00 average=24.176168333333337,maxvalue=27.794300000000007,minvalue=20.7192
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-18,hours=02:00:00 average=28.174599999999984,maxvalue=32.0112,minvalue=24.331900000000005
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-18,hours=03:00:00 average=28.390113333333346,maxvalue=33.5663,minvalue=26.226200000000006
cpu_aggres,hostname=logstash-output1,groupname=sa.elk,month=2018-08-18,hours=04:00:00 average=26.458326666666665,maxvalue=31.482600000000005,minvalue=23.550399999999996
