cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=10:00:00 average=57.16376551724137,maxvalue=76.07730000000001,minvalue=37.1581
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=11:00:00 average=55.530411666666666,maxvalue=95.4305,minvalue=5.330399999999997
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=12:00:00 average=22.04157499999998,maxvalue=52.0844,minvalue=5.752499999999998
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=13:00:00 average=5.629038333333327,maxvalue=9.460499999999996,minvalue=3.4962000000000018
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=14:00:00 average=5.860775000000004,maxvalue=12.659999999999997,minvalue=3.713399999999993
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=15:00:00 average=4.115248333333298,maxvalue=5.444199999999995,minvalue=2.0348999999999933
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=16:00:00 average=3.7983100000000007,maxvalue=6.837100000000007,minvalue=2.3268000000000058
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=17:00:00 average=3.140738333333303,maxvalue=3.7801999999999936,minvalue=2.6075000000000017
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=18:00:00 average=3.5706049999999863,maxvalue=5.936899999999994,minvalue=2.561000000000007
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=19:00:00 average=4.481275000000039,maxvalue=43.4877,minvalue=2.494399999999999
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=20:00:00 average=2.844734999999986,maxvalue=3.5216999999999956,minvalue=2.5234999999999985
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=21:00:00 average=3.179333333333318,maxvalue=6.398399999999995,minvalue=2.569599999999994
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=22:00:00 average=5.189876666666677,maxvalue=16.3181,minvalue=2.936800000000005
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-17,hours=23:00:00 average=3.7983016666666742,maxvalue=7.003,minvalue=3.0619999999999976
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=00:00:00 average=5.983195000000009,maxvalue=22.7162,minvalue=3.450400000000002
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=01:00:00 average=6.1248733333333405,maxvalue=11.773300000000006,minvalue=3.888999999999996
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=02:00:00 average=15.54854833333333,maxvalue=88.41290000000001,minvalue=4.2438999999999965
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=03:00:00 average=85.95640166666666,maxvalue=99.4554,minvalue=72.2925
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=04:00:00 average=30.77015,maxvalue=98.6958,minvalue=5.956800000000001
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=05:00:00 average=7.717768333333353,maxvalue=13.052700000000002,minvalue=4.9084
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=06:00:00 average=8.229971666666671,maxvalue=15.448700000000002,minvalue=5.017300000000006
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=07:00:00 average=7.9059333333333655,maxvalue=13.491699999999994,minvalue=5.563699999999997
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=08:00:00 average=8.026521666666682,maxvalue=12.705799999999996,minvalue=5.996700000000004
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=09:00:00 average=36.08846333333334,maxvalue=88.64920000000001,minvalue=4.569500000000005
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=10:00:00 average=58.979691666666675,maxvalue=79.5955,minvalue=38.1827
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=11:00:00 average=18.19206833333334,maxvalue=71.2337,minvalue=3.313599999999994
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=12:00:00 average=23.69041333333331,maxvalue=57.5417,minvalue=4.361599999999996
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=13:00:00 average=7.289100000000005,maxvalue=12.295100000000005,minvalue=4.455799999999996
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=14:00:00 average=4.93219666666667,maxvalue=8.208399999999997,minvalue=3.5211999999999932
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=15:00:00 average=4.652130000000028,maxvalue=7.427800000000005,minvalue=1.9098000000000042
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=16:00:00 average=3.9588583333333105,maxvalue=6.8111999999999995,minvalue=2.3233000000000033
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=17:00:00 average=3.2956450000000075,maxvalue=6.377600000000001,minvalue=2.5737000000000023
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=18:00:00 average=3.9657166666666512,maxvalue=7.238299999999995,minvalue=2.8530999999999977
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=19:00:00 average=4.700668333333326,maxvalue=38.0709,minvalue=2.648600000000002
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=20:00:00 average=3.0870550000000208,maxvalue=3.8763000000000005,minvalue=2.5738999999999947
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=21:00:00 average=3.2832566666666594,maxvalue=6.018900000000002,minvalue=2.5900000000000034
cpu_aggres,hostname=host3,groupname=qnn.host,month=2018-08-18,hours=22:00:00 average=4.896678333333327,maxvalue=8.644499999999994,minvalue=3.1199000000000012
