cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=10:00:00 average=8.781465517241386,maxvalue=17.098299999999995,minvalue=7.377200000000002
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=11:00:00 average=8.348941666666661,maxvalue=13.344800000000006,minvalue=6.701899999999995
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=12:00:00 average=8.356939999999966,maxvalue=15.0381,minvalue=6.272199999999998
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=13:00:00 average=7.983939999999976,maxvalue=10.644599999999997,minvalue=6.438699999999997
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=14:00:00 average=7.926501666666681,maxvalue=12.622500000000002,minvalue=5.863200000000006
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=15:00:00 average=7.782318333333336,maxvalue=16.28,minvalue=5.281700000000001
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=16:00:00 average=7.3155333333333346,maxvalue=11.7671,minvalue=5.252700000000004
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=17:00:00 average=6.85665666666668,maxvalue=10.984099999999998,minvalue=4.754499999999993
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=18:00:00 average=6.393720000000002,maxvalue=10.5826,minvalue=4.6113
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=19:00:00 average=6.09480333333336,maxvalue=18.520799999999994,minvalue=3.4321999999999946
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=20:00:00 average=5.747619999999969,maxvalue=10.639700000000005,minvalue=4.437200000000004
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=21:00:00 average=5.7490233333333265,maxvalue=9.755899999999997,minvalue=3.5869
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=22:00:00 average=6.484708333333344,maxvalue=10.9088,minvalue=4.155299999999997
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-17,hours=23:00:00 average=7.220185000000001,maxvalue=16.855900000000005,minvalue=5.020200000000003
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=00:00:00 average=7.700654999999998,maxvalue=11.782899999999998,minvalue=5.912800000000004
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=01:00:00 average=8.28096333333336,maxvalue=14.652100000000004,minvalue=6.599500000000006
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=02:00:00 average=8.30406166666667,maxvalue=12.135000000000005,minvalue=6.363200000000006
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=03:00:00 average=8.585791666666651,maxvalue=13.267499999999998,minvalue=7.126900000000006
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=04:00:00 average=8.727879999999956,maxvalue=23.138000000000005,minvalue=7.055800000000005
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=05:00:00 average=8.648268333333334,maxvalue=14.926299999999998,minvalue=6.792900000000003
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=06:00:00 average=8.444405000000003,maxvalue=14.392600000000002,minvalue=6.734499999999997
cpu_aggres,hostname=bi_hadoop1,groupname=bi.sensors,month=2018-08-18,hours=07:00:00 average=8.579414999999997,maxvalue=15.069699999999997,minvalue=7.1595999999999975
