cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=10:00:00 average=21.778793103448265,maxvalue=24.885000000000005,minvalue=17.312399999999997
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=11:00:00 average=20.77946833333334,maxvalue=25.556700000000006,minvalue=16.789299999999997
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=12:00:00 average=20.379278333333346,maxvalue=24.315200000000004,minvalue=17.6284
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=13:00:00 average=17.732098333333326,maxvalue=20.9281,minvalue=15.2166
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=14:00:00 average=16.611551666666657,maxvalue=20.962400000000002,minvalue=12.163499999999999
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=15:00:00 average=14.875275000000002,maxvalue=18.831199999999995,minvalue=12.238500000000002
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=16:00:00 average=13.66019333333331,maxvalue=18.057900000000004,minvalue=10.595100000000002
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=17:00:00 average=11.622233333333341,maxvalue=14.038799999999995,minvalue=9.209299999999999
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=18:00:00 average=10.443525000000008,maxvalue=14.952399999999997,minvalue=8.508499999999998
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=19:00:00 average=10.233620000000002,maxvalue=16.3433,minvalue=8.028099999999995
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=20:00:00 average=10.075021666666686,maxvalue=13.344700000000003,minvalue=7.864699999999999
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=21:00:00 average=11.850806666666685,maxvalue=16.033699999999996,minvalue=8.603200000000001
cpu_aggres,hostname=fk-backend3,groupname=shfk.fk,month=2018-08-17,hours=22:00:00 average=14.162036666666651,maxvalue=16.458399999999997,minvalue=12.4713
