cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=10:00:00 average=0.7711931034482546,maxvalue=0.9350000000000023,minvalue=0.6507000000000005
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=11:00:00 average=0.7808000000000135,maxvalue=1.2434999999999974,minvalue=0.6175000000000068
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=12:00:00 average=0.8145966666666737,maxvalue=1.1603999999999957,minvalue=0.6594000000000051
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=13:00:00 average=0.8947600000000051,maxvalue=4.177899999999994,minvalue=0.634200000000007
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=14:00:00 average=0.8242133333333612,maxvalue=1.2520999999999987,minvalue=0.6844999999999999
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=15:00:00 average=0.8140200000000419,maxvalue=1.3940000000000055,minvalue=0.6757999999999953
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=16:00:00 average=0.825256666666661,maxvalue=1.2351000000000028,minvalue=0.6509999999999962
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=17:00:00 average=0.7941500000000161,maxvalue=1.143199999999993,minvalue=0.6426000000000016
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=18:00:00 average=0.7953950000000276,maxvalue=1.4690999999999974,minvalue=0.6008999999999958
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=19:00:00 average=0.7747766666666394,maxvalue=1.6269000000000062,minvalue=0.634200000000007
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=20:00:00 average=0.7376266666666709,maxvalue=1.1602000000000032,minvalue=0.6009999999999991
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=21:00:00 average=0.7529233333333565,maxvalue=1.167900000000003,minvalue=0.6008999999999958
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=22:00:00 average=0.7467099999999789,maxvalue=1.093199999999996,minvalue=0.5677000000000021
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-17,hours=23:00:00 average=0.7561716666666882,maxvalue=1.184899999999999,minvalue=0.5675999999999988
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=00:00:00 average=0.744411666666636,maxvalue=1.1522999999999968,minvalue=0.609099999999998
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=01:00:00 average=0.7637366666666878,maxvalue=1.1096000000000004,minvalue=0.6259000000000015
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=02:00:00 average=0.7632983333333385,maxvalue=1.2267999999999972,minvalue=0.6008000000000067
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=03:00:00 average=0.7777983333333225,maxvalue=1.5104999999999933,minvalue=0.5759999999999934
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=04:00:00 average=0.8275699999999659,maxvalue=1.2099000000000046,minvalue=0.6260000000000048
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=05:00:00 average=0.8243666666666485,maxvalue=1.4188000000000045,minvalue=0.5844000000000023
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=06:00:00 average=0.7862716666666785,maxvalue=1.1101000000000028,minvalue=0.6257999999999981
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=07:00:00 average=0.7717800000000068,maxvalue=1.0931000000000068,minvalue=0.5926999999999936
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=08:00:00 average=0.7902666666666818,maxvalue=1.184899999999999,minvalue=0.6342999999999961
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=09:00:00 average=0.7814783333333395,maxvalue=1.4690999999999974,minvalue=0.6089999999999947
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=10:00:00 average=0.8045716666666891,maxvalue=1.5103000000000009,minvalue=0.6424999999999983
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=11:00:00 average=0.7941883333333379,maxvalue=1.1765999999999934,minvalue=0.6008999999999958
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=12:00:00 average=0.8150683333333149,maxvalue=1.3101000000000056,minvalue=0.6175999999999959
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=13:00:00 average=0.9136450000000025,maxvalue=6.347499999999997,minvalue=0.6176999999999992
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=14:00:00 average=0.794863333333339,maxvalue=1.460400000000007,minvalue=0.6092000000000013
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=15:00:00 average=0.8134866666667051,maxvalue=1.6854000000000013,minvalue=0.6175000000000068
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=16:00:00 average=0.8032133333333462,maxvalue=1.1517999999999944,minvalue=0.6009999999999991
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=17:00:00 average=0.7623016666666445,maxvalue=1.0183999999999997,minvalue=0.6008000000000067
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=18:00:00 average=0.7529516666666325,maxvalue=1.118300000000005,minvalue=0.6173000000000002
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=19:00:00 average=0.715818333333317,maxvalue=1.4187000000000012,minvalue=0.5759000000000043
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=20:00:00 average=0.7521066666666343,maxvalue=1.184899999999999,minvalue=0.6175999999999959
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=21:00:00 average=0.7423349999999829,maxvalue=1.1512000000000029,minvalue=0.6092000000000013
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=22:00:00 average=0.7526833333333087,maxvalue=1.1680000000000064,minvalue=0.5842999999999989
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-18,hours=23:00:00 average=0.7547349999999824,maxvalue=1.1013999999999982,minvalue=0.6009999999999991
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=00:00:00 average=0.76315666666666,maxvalue=1.0264999999999986,minvalue=0.6175000000000068
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=01:00:00 average=0.7975366666666872,maxvalue=1.343500000000006,minvalue=0.5926999999999936
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=02:00:00 average=0.7719416666666632,maxvalue=1.3349999999999937,minvalue=0.6343999999999994
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=03:00:00 average=0.8075049999999635,maxvalue=1.6770999999999958,minvalue=0.6508000000000038
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=04:00:00 average=0.8350683333333251,maxvalue=1.8358999999999952,minvalue=0.6508999999999929
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=05:00:00 average=0.7963749999999834,maxvalue=1.0767000000000024,minvalue=0.6424999999999983
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=06:00:00 average=0.800286666666679,maxvalue=1.6015000000000015,minvalue=0.6011000000000024
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=07:00:00 average=0.7767366666666788,maxvalue=1.218599999999995,minvalue=0.6257999999999981
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=08:00:00 average=0.7770549999999901,maxvalue=1.268100000000004,minvalue=0.642399999999995
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=09:00:00 average=0.774799999999999,maxvalue=1.368300000000005,minvalue=0.5926000000000045
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=10:00:00 average=0.8187383333333145,maxvalue=1.7027999999999963,minvalue=0.634200000000007
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=11:00:00 average=0.8296466666666475,maxvalue=1.4187000000000012,minvalue=0.6674000000000007
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=12:00:00 average=0.7869366666666622,maxvalue=1.1936000000000035,minvalue=0.6175999999999959
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=13:00:00 average=0.7990283333333537,maxvalue=1.560299999999998,minvalue=0.6342999999999961
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=14:00:00 average=0.9032883333333217,maxvalue=3.9261999999999944,minvalue=0.6508999999999929
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=15:00:00 average=0.802498333333304,maxvalue=1.1770000000000067,minvalue=0.634200000000007
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=16:00:00 average=0.8036450000000173,maxvalue=1.1099999999999994,minvalue=0.6509999999999962
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=17:00:00 average=0.7582949999999897,maxvalue=1.0849999999999937,minvalue=0.5926000000000045
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=18:00:00 average=0.7647599999999954,maxvalue=1.5772000000000048,minvalue=0.5592000000000041
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=19:00:00 average=0.7124666666666712,maxvalue=1.4525000000000006,minvalue=0.5923999999999978
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=20:00:00 average=0.7208083333333377,maxvalue=1.0594999999999999,minvalue=0.5926000000000045
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=21:00:00 average=0.7373566666666278,maxvalue=1.001499999999993,minvalue=0.6175999999999959
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=22:00:00 average=0.730163333333337,maxvalue=0.9851000000000028,minvalue=0.6008999999999958
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-19,hours=23:00:00 average=0.7538183333333848,maxvalue=1.610200000000006,minvalue=0.6009999999999991
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=00:00:00 average=0.783731666666668,maxvalue=1.8941999999999979,minvalue=0.6175000000000068
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=01:00:00 average=0.7878500000000344,maxvalue=1.4693999999999932,minvalue=0.6175999999999959
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=02:00:00 average=0.7477366666666967,maxvalue=1.0930000000000035,minvalue=0.6257999999999981
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=03:00:00 average=0.7854450000000099,maxvalue=1.1517000000000053,minvalue=0.5926999999999936
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=04:00:00 average=0.8345300000000009,maxvalue=1.042900000000003,minvalue=0.634200000000007
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=05:00:00 average=0.8572250000000139,maxvalue=1.2767000000000053,minvalue=0.6593000000000018
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=06:00:00 average=0.8086516666667052,maxvalue=1.143500000000003,minvalue=0.6343999999999994
cpu_aggres,hostname=fox1,groupname=weidu.fox,month=2018-08-20,hours=07:00:00 average=0.8267383333333669,maxvalue=1.3606000000000051,minvalue=0.6341000000000037
