cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=10:00:00 average=4.0067357142857105,maxvalue=5.775599999999997,minvalue=3.0700999999999965
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=11:00:00 average=3.5454566666666807,maxvalue=5.257000000000005,minvalue=2.3031000000000006
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=12:00:00 average=4.018311666666662,maxvalue=6.122100000000003,minvalue=2.8275000000000006
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=13:00:00 average=3.1329499999999797,maxvalue=4.835300000000004,minvalue=2.0893999999999977
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=14:00:00 average=2.842974999999967,maxvalue=4.168400000000005,minvalue=1.8513999999999982
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=15:00:00 average=2.287185000000008,maxvalue=3.5948999999999955,minvalue=1.558000000000007
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=16:00:00 average=2.1320766666666913,maxvalue=3.7464999999999975,minvalue=1.0768000000000058
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=17:00:00 average=1.5685383333333078,maxvalue=2.625399999999999,minvalue=1.022599999999997
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=18:00:00 average=1.0438966666666687,maxvalue=2.436700000000002,minvalue=0.42950000000000443
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=19:00:00 average=0.8198033333333257,maxvalue=3.5529999999999973,minvalue=0.44199999999999307
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=20:00:00 average=0.7525249999999772,maxvalue=1.9626999999999981,minvalue=0.3877999999999986
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=21:00:00 average=0.7901450000000381,maxvalue=1.8004999999999995,minvalue=0.3669000000000011
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=22:00:00 average=1.1456499999999608,maxvalue=3.477000000000004,minvalue=0.48799999999999955
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-17,hours=23:00:00 average=1.8289316666666622,maxvalue=3.3893000000000058,minvalue=0.9470000000000027
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=00:00:00 average=2.746821666666648,maxvalue=4.207999999999998,minvalue=1.7086999999999932
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=01:00:00 average=4.749324999999999,maxvalue=7.955799999999996,minvalue=2.7848999999999933
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=02:00:00 average=6.91861333333334,maxvalue=10.788200000000003,minvalue=3.6672999999999973
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=03:00:00 average=7.905269999999987,maxvalue=10.2153,minvalue=5.9365999999999985
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=04:00:00 average=6.923853333333369,maxvalue=9.196299999999994,minvalue=5.142499999999998
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=05:00:00 average=5.3241366666666465,maxvalue=7.750500000000002,minvalue=3.8023000000000025
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=06:00:00 average=6.145773333333366,maxvalue=9.671599999999998,minvalue=4.140600000000006
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=07:00:00 average=6.951154999999986,maxvalue=9.071799999999996,minvalue=5.025099999999995
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=08:00:00 average=6.980073333333337,maxvalue=9.198999999999998,minvalue=4.526600000000002
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=09:00:00 average=5.8142616666666385,maxvalue=9.755399999999995,minvalue=2.6055000000000064
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=10:00:00 average=4.1911249999999995,maxvalue=6.511300000000006,minvalue=2.300299999999993
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=11:00:00 average=3.362144999999984,maxvalue=5.280799999999999,minvalue=2.258200000000002
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=12:00:00 average=4.416788333333301,maxvalue=11.034899999999993,minvalue=2.4498999999999995
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=13:00:00 average=3.4425433333333757,maxvalue=5.038399999999996,minvalue=2.0561000000000007
cpu_aggres,hostname=dsq4,groupname=dsq.paydayloan,month=2018-08-18,hours=14:00:00 average=3.06895999999999,maxvalue=4.656700000000001,minvalue=1.9222000000000037
