cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=10:00:00 average=3.832703571428553,maxvalue=6.932599999999994,minvalue=2.699799999999996
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=11:00:00 average=3.4023316666666545,maxvalue=6.490600000000001,minvalue=2.6200999999999937
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=12:00:00 average=3.858636666666655,maxvalue=6.373199999999997,minvalue=2.804400000000001
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=13:00:00 average=3.1957066666666663,maxvalue=6.007800000000003,minvalue=2.4071
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=14:00:00 average=3.1463416666666433,maxvalue=7.135999999999996,minvalue=2.2269000000000005
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=15:00:00 average=2.664935,maxvalue=3.6692000000000036,minvalue=2.130499999999998
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=16:00:00 average=2.6785750000000093,maxvalue=6.6678,minvalue=1.7664999999999935
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=17:00:00 average=3.295671666666678,maxvalue=10.561099999999996,minvalue=2.2301999999999964
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=18:00:00 average=2.3928316666666802,maxvalue=4.669799999999995,minvalue=1.9007000000000005
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=19:00:00 average=2.117911666666643,maxvalue=4.284800000000004,minvalue=1.7793999999999954
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=20:00:00 average=2.157096666666675,maxvalue=6.207700000000003,minvalue=1.779200000000003
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=21:00:00 average=2.7242633333333117,maxvalue=4.798699999999997,minvalue=1.774799999999999
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=22:00:00 average=2.315648333333371,maxvalue=4.733699999999999,minvalue=1.9050000000000011
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-17,hours=23:00:00 average=2.599900000000005,maxvalue=6.487300000000005,minvalue=2.1384999999999934
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=00:00:00 average=2.930093333333332,maxvalue=5.2734999999999985,minvalue=2.465299999999999
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=01:00:00 average=4.422401666666659,maxvalue=6.722999999999999,minvalue=3.6440999999999946
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=02:00:00 average=8.317208333333312,maxvalue=10.243399999999994,minvalue=6.363500000000002
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=03:00:00 average=5.977975000000001,maxvalue=12.580200000000005,minvalue=3.7793999999999954
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=04:00:00 average=4.585345000000004,maxvalue=6.835099999999997,minvalue=3.251400000000004
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=05:00:00 average=3.783663333333365,maxvalue=6.310100000000006,minvalue=2.9510999999999967
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=06:00:00 average=4.219436666666681,maxvalue=8.290099999999995,minvalue=2.9795000000000016
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=07:00:00 average=9.324348333333333,maxvalue=18.6944,minvalue=3.2103000000000037
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=08:00:00 average=3.880833333333314,maxvalue=6.891400000000004,minvalue=3.0678000000000054
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=09:00:00 average=3.8804083333333494,maxvalue=7.645700000000005,minvalue=2.8880000000000052
cpu_aggres,hostname=msgsvr-work3,groupname=common.msg,month=2018-08-18,hours=10:00:00 average=3.3016866666666687,maxvalue=5.627600000000001,minvalue=2.6321999999999974
