cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=10:00:00 average=1.616874999999979,maxvalue=2.115099999999998,minvalue=1.2399999999999949
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=11:00:00 average=1.5869283333333328,maxvalue=2.232299999999995,minvalue=1.244100000000003
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=12:00:00 average=1.7746116666666438,maxvalue=2.4753999999999934,minvalue=1.3278999999999996
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=13:00:00 average=1.4558966666666748,maxvalue=2.218999999999994,minvalue=1.0978000000000065
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=14:00:00 average=1.3889516666666708,maxvalue=1.745900000000006,minvalue=1.1688999999999936
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=15:00:00 average=0.9647366666666954,maxvalue=1.352400000000003,minvalue=0.7176000000000045
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=16:00:00 average=0.8732250000000192,maxvalue=1.4488999999999947,minvalue=0.5798000000000059
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=17:00:00 average=0.6379200000000367,maxvalue=0.8259999999999934,minvalue=0.4963999999999942
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=18:00:00 average=0.5278583333333557,maxvalue=0.7133000000000038,minvalue=0.35439999999999827
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=19:00:00 average=0.41821833333331426,maxvalue=1.442700000000002,minvalue=0.28350000000000364
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=20:00:00 average=0.37338999999997213,maxvalue=0.5212999999999965,minvalue=0.25849999999999795
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=21:00:00 average=0.5122966666666713,maxvalue=1.6774999999999949,minvalue=0.35020000000000095
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=22:00:00 average=0.9710700000000259,maxvalue=2.614599999999996,minvalue=0.7262000000000057
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-17,hours=23:00:00 average=1.055656666666664,maxvalue=1.9633000000000038,minvalue=0.8011000000000053
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=00:00:00 average=1.3376866666666984,maxvalue=2.118300000000005,minvalue=1.026600000000002
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=01:00:00 average=1.8616633333333397,maxvalue=2.393500000000003,minvalue=1.3738000000000028
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=02:00:00 average=2.6121749999999935,maxvalue=5.047399999999996,minvalue=2.1196999999999946
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=03:00:00 average=2.37617666666668,maxvalue=3.4916999999999945,minvalue=1.7541999999999973
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=04:00:00 average=2.1135333333333506,maxvalue=2.873900000000006,minvalue=1.7088999999999999
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=05:00:00 average=1.921363333333332,maxvalue=2.3241000000000014,minvalue=1.5832999999999942
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=06:00:00 average=1.9740233333333492,maxvalue=3.0392999999999972,minvalue=1.5537999999999954
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=07:00:00 average=2.541288333333341,maxvalue=4.000500000000002,minvalue=1.7708999999999975
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=08:00:00 average=2.142774999999986,maxvalue=3.1376999999999953,minvalue=1.6580000000000013
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=09:00:00 average=1.8239633333333387,maxvalue=3.247,minvalue=1.319199999999995
cpu_aggres,hostname=encryptor2,groupname=sa.encryptor,month=2018-08-18,hours=10:00:00 average=1.4648583333333391,maxvalue=2.474500000000006,minvalue=1.1099999999999994
