cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=10:00:00 average=3.7818928571428643,maxvalue=36.9761,minvalue=1.5962999999999994
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=11:00:00 average=1.7835633333333334,maxvalue=4.555000000000007,minvalue=1.3870000000000005
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=12:00:00 average=1.6643216666666376,maxvalue=3.0918000000000063,minvalue=1.3867000000000047
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=13:00:00 average=1.5432333333333048,maxvalue=2.442300000000003,minvalue=1.3208000000000055
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=14:00:00 average=1.5328483333333196,maxvalue=2.316100000000006,minvalue=1.3366999999999933
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=15:00:00 average=1.4380783333332943,maxvalue=1.956000000000003,minvalue=1.278800000000004
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=16:00:00 average=2.2986733333333262,maxvalue=11.149699999999996,minvalue=1.2279999999999944
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=17:00:00 average=8.17492500000003,maxvalue=11.111999999999995,minvalue=1.2279000000000053
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=18:00:00 average=2.095111666666611,maxvalue=5.434100000000001,minvalue=1.1533000000000015
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=19:00:00 average=1.3473133333333465,maxvalue=4.453500000000005,minvalue=1.1527999999999992
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=20:00:00 average=1.2798366666666396,maxvalue=1.729299999999995,minvalue=1.1363000000000056
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=21:00:00 average=1.2449416666666338,maxvalue=1.5790999999999968,minvalue=1.1280000000000001
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=22:00:00 average=4.067994999999982,maxvalue=11.764700000000005,minvalue=1.2613000000000056
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-17,hours=23:00:00 average=3.798033333333308,maxvalue=4.616299999999995,minvalue=2.442700000000002
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=00:00:00 average=3.922061666666636,maxvalue=5.227800000000002,minvalue=2.2912000000000035
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=01:00:00 average=4.03148000000003,maxvalue=5.087599999999995,minvalue=2.4416999999999973
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=02:00:00 average=4.113951666666665,maxvalue=5.507999999999996,minvalue=2.4843000000000046
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=03:00:00 average=4.032141666666675,maxvalue=5.682400000000001,minvalue=2.525899999999993
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=04:00:00 average=4.071181666666618,maxvalue=5.590000000000003,minvalue=2.3171999999999997
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=05:00:00 average=3.648108333333326,maxvalue=5.216800000000006,minvalue=2.041799999999995
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=06:00:00 average=2.3649883333333435,maxvalue=4.498199999999997,minvalue=1.2036999999999978
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=07:00:00 average=1.4011799999999965,maxvalue=2.6163999999999987,minvalue=1.203000000000003
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=08:00:00 average=1.4235049999999916,maxvalue=2.5334000000000003,minvalue=1.2201000000000022
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=09:00:00 average=1.4339850000000212,maxvalue=3.677899999999994,minvalue=1.2201000000000022
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=10:00:00 average=1.6699666666666673,maxvalue=15.158600000000007,minvalue=1.2283000000000044
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=11:00:00 average=1.387001666666663,maxvalue=2.057000000000002,minvalue=1.2116000000000042
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=12:00:00 average=1.4303783333333087,maxvalue=2.272900000000007,minvalue=1.2031999999999954
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=13:00:00 average=1.356669999999994,maxvalue=1.9900999999999982,minvalue=1.1865999999999985
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=14:00:00 average=1.3642016666667018,maxvalue=1.8902999999999963,minvalue=1.161600000000007
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=15:00:00 average=1.26907333333331,maxvalue=1.745900000000006,minvalue=1.1115000000000066
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=16:00:00 average=2.1202849999999813,maxvalue=10.2577,minvalue=1.1448000000000036
cpu_aggres,hostname=biz-repay3,groupname=cdbiz.repay,month=2018-08-18,hours=17:00:00 average=7.744099999999989,maxvalue=10.197400000000002,minvalue=1.1612999999999971
