cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=10:00:00 average=11.94640357142859,maxvalue=43.1454,minvalue=7.467500000000001
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=11:00:00 average=9.260749999999987,maxvalue=22.9384,minvalue=7.233699999999999
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=12:00:00 average=10.648884999999979,maxvalue=23.180499999999995,minvalue=7.974900000000005
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=13:00:00 average=8.00911833333332,maxvalue=10.306200000000004,minvalue=6.751400000000004
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=14:00:00 average=7.457740000000015,maxvalue=9.237499999999997,minvalue=6.343400000000003
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=15:00:00 average=6.591780000000028,maxvalue=7.878699999999995,minvalue=5.4605999999999995
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=16:00:00 average=6.400019999999998,maxvalue=8.490799999999993,minvalue=4.700000000000003
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=17:00:00 average=6.382666666666665,maxvalue=7.282899999999998,minvalue=5.002099999999999
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=18:00:00 average=5.372361666666649,maxvalue=6.894800000000004,minvalue=4.235299999999995
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=19:00:00 average=4.603846666666655,maxvalue=7.067999999999998,minvalue=3.4505000000000052
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=20:00:00 average=4.165015000000011,maxvalue=4.936700000000002,minvalue=3.3455000000000013
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=21:00:00 average=4.362654999999975,maxvalue=5.032200000000003,minvalue=3.5952000000000055
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=22:00:00 average=5.393018333333345,maxvalue=8.050899999999999,minvalue=4.310699999999997
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-17,hours=23:00:00 average=6.44526333333333,maxvalue=8.980599999999995,minvalue=5.141999999999996
cpu_aggres,hostname=elk-stack4,groupname=sa.elk,month=2018-08-18,hours=00:00:00 average=7.548443333333324,maxvalue=13.161699999999996,minvalue=1.5176000000000016
